,Otu1,Otu71,Otu5,Otu45,Otu24,Otu14,Otu303,Otu51,Otu113,Otu30,Otu193,Otu205,Otu115,Otu67,Otu175,Otu116,Otu25,Otu60,Otu271,Otu138,Otu75,Otu11,Otu202,Otu68,Otu17,Otu77,Otu65,Otu236,Otu151,Otu31,Otu88,Otu61,Otu108,Otu80,Otu272,Otu351,Otu743,Otu104,Otu29,Otu804,Otu1129,Otu367,Otu167,Otu2,Otu761,Otu527,Otu570,Otu44,Otu842,Otu1086,Otu100,Otu795,Otu1242,Otu10,Otu26,Otu294,Otu72,Otu182,Otu9,Otu124,Otu161,Otu183,Otu33,Otu270,Otu415,Otu264,Otu225,Otu6,Otu531,Otu15,Otu277,Otu276,Otu8,Otu185,Otu36,Otu231,Otu273,Otu105,Otu123,Otu261,Otu927,Otu12,Otu451,Otu567,Otu291,Otu1018,Otu445,Otu916,Otu159,Otu28,Otu545,Otu649,Otu1126,Otu1087,Otu637,Otu897,Otu917,Otu492,Otu299,Otu7,Otu200,Otu670,Otu84,Otu400,Otu325,Otu257,Otu212,Otu85,Otu317,Otu912,Otu195,Otu152,Otu1154,Otu73,Otu220,Otu129,Otu228,Otu135,Otu89,Otu499,Otu98,Otu38,Otu537,Otu37,Otu342,Otu479,Otu239,Otu396,Otu181,Otu652,Otu586,Otu921,Otu589,Otu3,Otu568,Otu538,Otu604,Otu57,Otu20,Otu841,Otu584,Otu602,Otu21,Otu23,Otu544,Otu664,Otu669,Otu598,Otu582,Otu641,Otu69,Otu460,Otu35,Otu49,Otu58,Otu736,Otu177,Otu409,Otu671,Otu1085,Otu920,Otu805,Otu238,Otu39,Otu34,Otu349,Otu120,Otu702,Otu329,Otu745,Otu525,Otu773,Otu422,Otu251,Otu355,Otu590,Otu1106,Otu106,Otu835,Otu1179,Otu509,Otu309,Otu1036,Otu1105,Otu4,Otu372,Otu326,Otu222,Otu979,Otu448,Otu1145,Otu483,Otu381,Otu535,Otu678,Otu1245,Otu1038,Otu640,Otu837,Otu802,Otu224,Otu1247,Otu980,Otu480,Otu519,Otu838,Otu27,Otu908,Otu393,Otu591,Otu1037,Otu581,Otu111,Otu216,Otu1123,Otu1144,Otu857,Otu1130,Otu1102,Otu518,Otu796,Otu547,Otu292,Otu731,Otu976,Otu807,Otu977,Otu734,Otu1043,Otu738,Otu74,Otu1116,Otu229,Otu128,Otu336,Otu1131,Otu1009,Otu978,Otu1099,Otu981,Otu1052,Otu765,Otu932,Otu1049,Otu809,Otu1051,Otu994,Otu322,Otu288,Otu555,Otu995,Otu1109,Otu1128,Otu32,Otu136,Otu179,Otu141,Otu189,Otu140,Otu223,Otu255,Otu131,Otu312,Otu459,Otu1137,Otu490,Otu386,Otu1142,Otu542,Otu706,Otu260,Otu408,Otu549,Otu197,Otu528,Otu435,Otu831,Otu365,Otu13,Otu266,Otu132,Otu41,Otu302,Otu281,Otu374,Otu481,Otu701,Otu1161,Otu1124,Otu1029,Otu1140,Otu1246,Otu209,Otu62,Otu76,Otu54,Otu186,Otu403,Otu178,Otu112,Otu150,Otu139,Otu156,Otu221,Otu127,Otu18,Otu432,Otu311,Otu371,Otu379,Otu1065,Otu335,Otu360,Otu330,Otu308,Otu296,Otu414,Otu419,Otu103,Otu66,Otu40,Otu96,Otu290,Otu79,Otu1248,Otu158,Otu254,Otu78,Otu110,Otu46,Otu122,Otu285,Otu53,Otu235,Otu297,Otu130,Otu95,Otu119,Otu253,Otu246,Otu81,Otu118,Otu144,Otu232,Otu126,Otu219,Otu385,Otu191,Otu160,Otu149,Otu259,Otu153,Otu328,Otu304,Otu247,Otu333,Otu662,Otu797,Otu421,Otu437,Otu476,Otu530,Otu627,Otu593,Otu423,Otu334,Otu348,Otu207,Otu327,Otu173,Otu210,Otu22,Otu168,Otu503,Otu230,Otu280,Otu47,Otu245,Otu427,Otu256,Otu398,Otu463,Otu101,Otu337,Otu447,Otu248,Otu390,Otu289,Otu434,Otu373,Otu387,Otu749,Otu249,Otu388,Otu1139,Otu241,Otu354,Otu343,Otu114,Otu305,Otu469,Otu500,Otu526,Otu472,Otu438,Otu370,Otu359,Otu498,Otu429,Otu340,Otu338,Otu642,Otu541,Otu426,Otu494,Otu341,Otu491,Otu431,Otu416,Otu580,Otu196,Otu727,Otu457,Otu488,Otu1141,Otu613,Otu1112,Otu48,Otu1200,Otu485,Otu520,Otu1114,Otu632,Otu1199,Otu465,Otu771,Otu357,Otu617,Otu868,Otu569,Otu199,Otu1108,Otu869,Otu757,Otu928,Otu682,Otu865,Otu1107,Otu881,Otu784,Otu710,Otu121,Otu117,Otu146,Otu97,Otu155,Otu52,Otu107,Otu184,Otu171,Otu99,Otu250,Otu133,Otu143,Otu102,Otu215,Otu137,Otu344,Otu263,Otu86,Otu198,Otu201,Otu252,Otu174,Otu134,Otu170,Otu369,Otu176,Otu169,Otu190,Otu94,Otu258,Otu63,Otu192,Otu364,Otu240,Otu1160,Otu358,Otu316,Otu915,Otu42,Otu406,Otu600,Otu1198,Otu730,Otu412,Otu1138,Otu715,Otu90,Otu287,Otu93,Otu83,Otu283,Otu163,Otu218,Otu92,Otu82,Otu145,Otu214,Otu194,Otu1168,Otu301,Otu510,Otu56,Otu439,Otu647,Otu243,Otu213,Otu43,Otu204,Otu165,Otu314,Otu1113,Otu226,Otu59,Otu237,Otu162,Otu1151,Otu274,Otu306,Otu188,Otu293,Otu265,Otu267,Otu450,Otu233,Otu323,Otu307,Otu234,Otu244,Otu208,Otu268,Otu262,Otu345,Otu242,Otu353,Otu347,Otu1104,Otu377,Otu346,Otu1103,Otu558,Otu352,Otu418,Otu478,Otu1110,Otu546,Otu1152,Otu511,Otu936,Otu505,Otu988,Otu924,Otu663,Otu452,Otu1162,Otu1215,Otu767,Otu801,Otu862,Otu709,Otu125,Otu55,Otu50,Otu203,Otu164,Otu217,Otu424,Otu109,Otu284,Otu332,Otu211,Otu420,Otu747,Otu157,Otu269,Otu923,Otu1044,Otu1214,Otu1164,Otu1017,Otu1258,Otu1253,Otu1016,Otu1015,Otu1212,Otu19,Otu154,Otu752,Otu455,Otu70,Otu147,Otu803,Otu748,Otu310,Otu166,Otu64,Otu675,Otu606,Otu635,Otu673,Otu650,Otu278,Otu142,Otu411,Otu433,Otu668,Otu87,Otu1259,Otu401,Otu696,Otu363,Otu785,Otu91,Otu548,Otu607,Otu571,Otu454,Otu609,Otu286,Otu410,Otu324,Otu536,Otu1211,Otu684,Otu788,Otu997,Otu906,Otu829,Otu318,Otu578,Otu759,Otu300,Otu508,Otu832,Otu900,Otu482,Otu532,Otu628,Otu863,Otu996,Otu820,Otu339,Otu1019,Otu993,Otu992,Otu623,Otu172,Otu356,Otu1213,Otu991,Otu180,Otu489,Otu550,Otu1025,Otu383,Otu1250,Otu384,Otu554,Otu889,Otu800,Otu594,Otu1264,Otu878,Otu599,Otu843,Otu692,Otu507,Otu659,Otu726,Otu1163,Otu716,Otu725,Otu1257,Otu909,Otu1178,Otu812,Otu816,Otu1121,Otu873,Otu777,Otu1013,Otu148,Otu720,Otu1026,Otu1256,Otu643,Otu227,Otu654,Otu16,Otu313,Otu561,Otu780,Otu859,Otu681,Otu397,Otu782,Otu679,Otu395,Otu717,Otu905,Otu870,Otu776,Otu618,Otu376,Otu402,Otu762,Otu362,Otu823,Otu375,Otu315,Otu895,Otu187,Otu440,Otu462,Otu1177,Otu563,Otu1010,Otu441,Otu911,Otu1006,Otu864,Otu680,Otu436,Otu930,Otu786,Otu672,Otu585,Otu1120,Otu968,Otu453,Otu1007,Otu861,Otu298,Otu470,Otu847,Otu321,Otu539,Otu676,Otu380,Otu444,Otu466,Otu858,Otu612,Otu901,Otu713,Otu953,Otu524,Otu475,Otu698,Otu1078,Otu1098,Otu378,Otu1100,Otu521,Otu948,Otu851,Otu467,Otu428,Otu529,Otu693,Otu883,Otu893,Otu625,Otu739,Otu779,Otu630,Otu1175,Otu845,Otu933,Otu1077,Otu474,Otu957,Otu621,Otu655,Otu689,Otu935,Otu522,Otu1173,Otu456,Otu1193,Otu775,Otu1191,Otu951,Otu695,Otu651,Otu394,Otu493,Otu1079,Otu760,Otu959,Otu714,Otu817,Otu876,Otu1058,Otu1183,Otu512,Otu783,Otu969,Otu1205,Otu513,Otu798,Otu557,Otu740,Otu1206,Otu1048,Otu848,Otu645,Otu764,Otu1203,Otu1153,Otu1075,Otu708,Otu789,Otu523,Otu707,Otu449,Otu575,Otu1000,Otu766,Otu1076,Otu770,Otu461,Otu723,Otu501,Otu633,Otu945,Otu1196,Otu631,Otu1194,Otu852,Otu543,Otu1190,Otu1147,Otu279,Otu914,Otu1150,Otu1165,Otu737,Otu1003,Otu1197,Otu638,Otu947,Otu484,Otu1192,Otu553,Otu1074,Otu572,Otu721,Otu1002,Otu576,Otu1195,Otu540,Otu629,Otu1073,Otu872,Otu556,Otu487,Otu1001,Otu1082,Otu958,Otu790,Otu1069,Otu624,Otu867,Otu620,Otu925,Otu874,Otu970,Otu1218,Otu1219,Otu778,Otu1189,Otu516,Otu615,Otu711,Otu866,Otu956,Otu967,Otu1182,Otu931,Otu1080,Otu918,Otu1181,Otu875,Otu1081,Otu853,Otu828,Otu1012,Otu592,Otu1202,Otu963,Otu965,Otu656,Otu1204,Otu1041,Otu846,Otu855,Otu626,Otu1254,Otu1067,Otu1216,Otu1149,Otu860,Otu729,Otu605,Otu1217,Otu929,Otu877,Otu844,Otu1046,Otu1249,Otu587,Otu1255,Otu636,Otu1091,Otu1127,Otu871,Otu825,Otu746,Otu1252,Otu579,Otu1068,Otu1251,Otu1045,Otu1047,Otu1056,Otu888,Otu1092,Otu891,Otu1055,Otu1066,Otu961,Otu1146,Otu892,Otu894,Otu1014,Otu742,Otu818,Otu1054,Otu1061,Otu1169,Otu781,Otu999,Otu849,Otu824,Otu1235,Otu899,Otu1062,Otu1060,Otu910,Otu562,Otu1188,Otu622,Otu768,Otu1187,Otu1238,Otu850,Otu1094,Otu1133,Otu1057,Otu1063,Otu1059,Otu1132,Otu1117,Otu827,Otu787,Otu1053,Otu1171,Otu697,Otu1225,Otu1224,Otu1222,Otu1260,Otu1031,Otu774,Otu937,Otu769,Otu972,Otu1265,Otu1176,Otu614,Otu515,Otu368,Otu1095,Otu1136,Otu703,Otu596,Otu616,Otu1223,Otu391,Otu685,Otu1020,Otu732,Otu486,Otu658,Otu683,Otu573,Otu551,Otu806,Otu691,Otu1170,Otu639,Otu690,Otu750,Otu856,Otu712,Otu826,Otu754,Otu960,Otu753,Otu1263,Otu758,Otu667,Otu902,Otu989,Otu728,Otu686,Otu896,Otu1262,Otu903,Otu700,Otu350,Otu879,Otu1050,Otu674,Otu1093,Otu793,Otu1134,Otu657,Otu944,Otu1266,Otu1261,Otu601,Otu998,Otu724,Otu588,Otu962,Otu794,Otu1125,Otu744,Otu1174,Otu1172,Otu646,Otu1239,Otu1135,Otu1180,Otu946,Otu661,Otu603,Otu808,Otu564,Otu1184,Otu688,Otu1097,Otu1118,Otu1186,Otu1064,Otu792,Otu1022,Otu1122,Otu1185,Otu1243,Otu565,Otu417,Otu882,Otu974,Otu973,Otu619,Otu446,Otu971,Otu559,Otu1143,Otu366,Otu949,Otu705,Otu886,Otu854,Otu952,Otu405,Otu514,Otu361,Otu934,Otu331,Otu389,Otu822,Otu392,Otu468,Otu413,Otu275,Otu319,Otu206,Otu471,Otu295,Otu502,Otu282,Otu458,Otu763,Otu1227,Otu425,Otu320,Otu1008,Otu443,Otu926,Otu1228,Otu898,Otu719,Otu644,Otu919,Otu382,Otu464,Otu430,Otu733,Otu942,Otu506,Otu534,Otu442,Otu566,Otu1096,Otu477,Otu660,Otu473,Otu1229,Otu560,Otu634,Otu966,Otu810,Otu597,Otu677,Otu722,Otu648,Otu611,Otu811,Otu699,Otu1005,Otu815,Otu666,Otu694,Otu583,Otu954,Otu813,Otu552,Otu1156,Otu880,Otu985,Otu1084,Otu964,Otu496,Otu1237,Otu1158,Otu922,Otu890,Otu950,Otu814,Otu887,Otu884,Otu718,Otu885,Otu938,Otu704,Otu1119,Otu1083,Otu1226,Otu1201,Otu982,Otu1236,Otu1167,Otu1088,Otu608,Otu955,Otu1232,Otu735,Otu904,Otu755,Otu1241,Otu1230,Otu799,Otu772,Otu987,Otu907,Otu1233,Otu941,Otu940,Otu751,Otu821,Otu983,Otu943,Otu1157,Otu986,Otu1244,Otu1033,Otu687,Otu610,Otu1035,Otu517,Otu407,Otu399,Otu975,Otu497,Otu741,Otu756,Otu595,Otu495,Otu1240,Otu819,Otu1030,Otu1028,Otu577,Otu1115,Otu533,Otu504,Otu1004,Otu404,Otu1231,Otu1155,Otu1034,Otu913,Otu1070,Otu984,Otu939,Otu1039,Otu1234,Otu653,Otu1071,Otu1072,Otu1040,Otu1210,Otu1166,Otu1159,Otu1148,Otu1027,Otu1032,Otu1024,Otu1042,Otu833,Otu574,Otu1023,Otu840,Otu791,Otu834,Otu1221,Otu836,Otu1101,Otu1089,Otu665,Otu1220,Otu1209,Otu830,Otu1111,Otu1207,Otu839,Otu1208,Otu1021,Otu1090,Otu1011,Otu990
RG025,10899,242,19618,287,407,6322,15,448,103,831,46,44,119,139,50,144,213,264,17,60,47,75,47,57,109,136,201,20,57,33,62,27,13,10,22,12,4,6,21,0,0,2,8,2,0,3,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RG026,39558,0,1,7,0,0,0,0,0,0,0,0,0,54,0,16,7,0,0,0,0,51,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,625,0,0,0,0,0,0,0,3,0,82,30,30,163,47,189,59,67,29,61,14,6,14,25,3,1,4,11,0,19,3,4,14,18,6,1,3,1,1,2,0,1,1,0,1,2,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
