#OTU ID,RG025,RG026,RG027,RG029,RG031,RG032,RG033,RG034,RG037,RG038,RG043,RG045,RG048,RG049,RG050,YBH039,YBH041,YBH051,YBH052,YBH053,YBH055,YBH056,,,,YBH,,
Otu229,0,0,0,0,1,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,81,,,,,
Otu128,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,293,416,1614,270,1,241,330,3,,,,,
Otu336,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,2,,,,,
Otu1131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu1009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Otu978,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu1099,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu981,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu1052,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu765,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,
Otu932,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,
Otu1049,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu809,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,
Otu1051,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu322,0,0,0,0,1,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,39,,,,,
Otu288,0,0,0,0,1,5,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,63,,,,,
Otu555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,226,1,963,1244,0,410,1099,1,,,,,
Otu995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu1109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu1128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu32,0,0,0,0,0,184,0,0,0,0,0,6,0,0,2130,0,1,5,0,0,0,34,190,,,,,
Otu136,0,0,0,0,0,140,0,0,0,0,0,69,0,0,0,27,0,0,0,0,0,0,209,,,,,
Otu179,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,,,,,
Otu141,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,,,,,
Otu189,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,,,,,
Otu140,0,0,0,0,0,218,0,0,0,0,9,0,0,19,167,0,4,0,0,0,42,0,227,,,,,
Otu223,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,,,,,
Otu255,0,0,0,0,0,34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,68,,,,,
Otu131,0,0,0,0,0,82,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,328,,,,,
Otu312,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,,,,,
Otu459,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,,
Otu1137,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,,,,,
Otu490,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,,,,
Otu386,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,19,,,,,
Otu1142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu542,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,
Otu706,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,
Otu260,0,0,0,0,0,1,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,69,,,,,
Otu408,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,,,,
Otu549,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,,,,,
Otu197,0,0,0,0,0,1,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,127,,,,,
Otu528,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,,
Otu435,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,,,,
Otu831,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,
Otu365,0,0,0,0,0,1,0,0,0,0,0,0,2,1,18,0,0,0,0,0,0,0,3,,,,,
Otu13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16897,2,0,0,1,,,,,
Otu266,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,,,,,
Otu132,0,0,0,0,0,0,5,0,0,0,0,0,0,1,248,0,0,0,0,0,0,0,5,,,,,
Otu41,0,0,0,0,0,0,118,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2077,,,,,
Otu302,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,,,,,
Otu281,0,0,0,0,0,0,43,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,56,,,,,
Otu374,0,0,0,0,0,0,18,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,49,,,,,
Otu481,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,,,,,
Otu701,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,,,,,
Otu1161,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,
Otu1124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu1029,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu1140,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu1246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu209,0,0,0,0,0,0,1,4,0,0,9,14,45,64,71,0,0,0,0,0,0,0,73,,,,,
Otu62,0,0,0,0,0,0,0,836,0,0,0,0,0,0,0,2,2,36,18,0,5,22,836,,,,,
Otu76,0,0,0,0,0,0,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,,,,,
Otu54,0,0,0,0,0,0,0,196,0,783,0,0,0,0,0,0,0,0,0,0,0,0,979,,,,,
Otu186,0,0,0,0,0,0,0,131,0,0,0,27,0,0,0,0,0,0,0,0,0,0,158,,,,,
Otu403,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,,,,,
Otu178,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,143,,,,,
Otu112,0,0,0,0,0,0,0,0,288,0,34,0,0,17,0,0,0,0,0,0,0,0,322,,,,,
Otu150,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,202,,,,,
Otu139,0,0,0,0,0,0,0,0,121,0,25,121,0,0,0,0,0,0,0,0,0,0,267,,,,,
Otu156,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,196,,,,,
Otu221,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,15,0,1,1,2,140,,,,,
Otu127,0,0,0,0,0,0,0,0,154,91,0,27,0,0,269,1,0,0,0,0,0,4,272,,,,,
Otu18,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0,114,951,2547,819,854,2404,419,458,,,,,
Otu432,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,,,,
Otu311,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,41,,,,,
Otu371,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,,,,,
Otu379,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,,,,
Otu1065,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,1,0,0,3,,,,,
Otu335,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,,,,,
Otu360,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,,,,
Otu330,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,36,0,0,26,12,2,,,,,
Otu308,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,1,0,0,0,0,37,,,,,
Otu296,0,0,0,0,0,0,0,0,28,0,36,0,0,20,0,0,1,0,0,0,0,0,64,,,,,
Otu414,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,,,,,
Otu419,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,,,,,
Otu103,0,0,0,0,0,0,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,0,607,,,,,
Otu66,0,0,0,0,0,0,0,0,0,533,7,0,1,122,0,0,0,0,0,0,0,0,541,,,,,
Otu40,0,0,0,0,0,0,0,0,0,1646,0,0,1,0,0,0,0,0,0,0,0,0,1647,,,,,
Otu96,0,0,0,0,0,0,0,0,0,829,0,0,0,12,0,0,0,0,0,0,0,0,829,,,,,
Otu290,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,47,,,,,
Otu79,0,0,0,0,0,0,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,538,,,,,
Otu1248,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,236,,,,,
Otu158,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,1,0,0,0,0,0,0,185,,,,,
Otu254,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,67,,,,,
Otu78,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,504,,,,,
Otu110,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,24,0,0,0,0,0,0,300,,,,,
Otu46,0,0,0,0,0,0,0,0,0,788,0,356,0,0,0,0,0,0,0,0,0,0,1144,,,,,
Otu122,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,291,,,,,
Otu285,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,50,,,,,
Otu53,0,0,0,0,0,0,0,0,0,402,31,0,0,0,1007,0,0,5,2,1,2,0,433,,,,,
Otu235,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,79,,,,,
Otu297,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,47,,,,,
Otu130,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,369,,,,,
Otu95,0,0,0,0,0,0,0,0,0,395,0,72,0,0,0,0,0,0,0,0,0,0,467,,,,,
Otu119,0,0,0,0,0,0,0,0,0,281,0,87,0,0,0,0,0,0,0,0,0,0,368,,,,,
Otu253,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,2,0,0,0,0,68,,,,,
Otu246,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,70,,,,,
Otu81,0,0,0,0,0,0,0,0,0,84,28,437,0,21,0,7,0,0,0,0,0,0,549,,,,,
Otu118,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,300,,,,,
Otu144,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,213,,,,,
Otu232,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,76,,,,,
Otu126,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,265,,,,,
Otu219,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,92,,,,,
Otu385,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,24,,,,,
Otu191,0,0,0,0,0,0,0,0,0,111,27,0,0,0,0,0,0,0,0,0,0,0,138,,,,,
Otu160,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,182,,,,,
Otu149,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,204,,,,,
Otu259,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,64,,,,,
Otu153,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,217,,,,,
Otu328,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,29,,,,,
Otu304,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,37,,,,,
Otu247,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,78,,,,,
Otu333,0,0,0,0,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,0,0,30,,,,,
Otu662,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,
Otu797,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,,,,,
Otu421,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,16,,,,,
Otu437,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,1,,,,,
Otu476,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,,,,,
Otu530,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,
Otu627,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,4,,,,,
Otu593,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,
Otu423,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,,,,,
Otu334,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,30,,,,,
Otu348,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,30,,,,,
Otu207,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,1,0,0,0,106,,,,,
Otu327,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,33,,,,,
Otu173,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,145,,,,,
Otu210,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,,,,,
Otu22,0,0,0,0,0,0,0,0,0,0,50,279,135,0,8544,13,15,0,0,0,0,0,464,,,,,
Otu168,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,17,144,,,,,
Otu503,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,,,,,
Otu230,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,1,0,0,83,,,,,
Otu280,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,1,0,0,0,64,,,,,
Otu47,0,0,0,0,0,0,0,0,0,0,217,856,885,80,489,0,0,64,0,1,0,0,1958,,,,,
Otu245,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,84,,,,,
Otu427,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23,,,,,
Otu256,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,57,,,,,
Otu398,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,1,0,18,,,,,
Otu463,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,,,,,
Otu101,0,0,0,0,0,0,0,0,0,0,123,182,0,59,0,0,0,0,3,0,0,1,305,,,,,
Otu337,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,39,,,,,
Otu447,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,,,,,
Otu248,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,66,,,,,
Otu390,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,17,,,,,
Otu289,0,0,0,0,0,0,0,0,0,0,50,0,0,3,0,0,0,0,0,0,0,0,50,,,,,
Otu434,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,,,,,
Otu373,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19,,,,,
Otu387,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,18,,,,,
Otu749,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,,,,,
Otu249,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,77,,,,,
Otu388,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,8,,,,,
Otu1139,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,,,,,
Otu241,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,72,,,,,
Otu354,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,78,0,30,,,,,
Otu343,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,35,,,,,
Otu114,0,0,0,0,0,0,0,0,0,0,6,0,0,0,308,16,0,0,0,0,3,0,6,,,,,
Otu305,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,4,0,0,48,,,,,
Otu469,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,,,,,
Otu500,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,26,,,,,
Otu526,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,,,,,
Otu472,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,11,,,,,
Otu438,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,,,,,
Otu370,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23,,,,,
Otu359,0,0,0,0,0,0,0,0,0,0,20,34,0,0,0,0,0,0,0,0,0,0,54,,,,,
Otu498,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,,,,,
Otu429,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19,,,,,
Otu340,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,28,,,,,
Otu338,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,36,,,,,
Otu642,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,,,,,
Otu541,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,,,,,
Otu426,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,,,,,
Otu494,0,0,0,0,0,0,0,0,0,0,8,0,0,9,1,0,0,0,0,0,0,0,8,,,,,
Otu341,0,0,0,0,0,0,0,0,0,0,9,0,0,24,0,0,0,0,0,0,0,0,9,,,,,
Otu491,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,,,,,
Otu431,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,,,,,
Otu416,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,28,,,,,
Otu580,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,,,,,
Otu196,0,0,0,0,0,0,0,0,0,0,9,124,0,0,0,0,0,0,0,0,2,34,133,,,,,
Otu727,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,
Otu457,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21,,,,,
Otu488,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,9,,,,,
Otu1141,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu613,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,139,5829,36,131,21,44,1,,,,,
Otu1112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu48,0,0,0,0,0,0,0,0,0,0,7,167,920,19,0,0,0,40,7,1,0,0,1094,,,,,
Otu1200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu485,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,4,,,,,
Otu520,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,,,,,
Otu1114,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,
Otu632,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,,,,,
Otu1199,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu465,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,9,,,,,
Otu771,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,,,,,
Otu357,0,0,0,0,0,0,0,0,0,0,1,0,43,0,0,0,0,0,0,0,0,0,44,,,,,
Otu617,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,,,,,
Otu868,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,
Otu569,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,,,,,
Otu199,0,0,0,0,0,0,0,0,0,0,1,0,56,56,0,2,0,0,0,0,0,0,57,,,,,
Otu1108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu869,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,
Otu757,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,,,,,
Otu928,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,,,,,
Otu682,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,
Otu865,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,
Otu1107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,
Otu881,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,14,50,0,23,29,1,,,,,
Otu784,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,,,,,
Otu710,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,
Otu121,0,0,0,0,0,0,0,0,0,0,2,278,0,0,0,0,0,0,0,0,0,1,280,,,,,
Otu117,0,0,0,0,0,0,0,0,0,0,1,324,0,0,0,0,0,0,0,0,0,0,325,,,,,
Otu146,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,230,,,,,
Otu97,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,390,,,,,
Otu155,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,1,0,0,0,0,193,,,,,
Otu52,0,0,0,0,0,0,0,0,0,0,0,636,0,0,352,0,0,0,0,0,0,17,636,,,,,
Otu107,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,356,,,,,
Otu184,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,151,,,,,
Otu171,0,0,0,0,0,0,0,0,0,0,0,133,9,0,0,0,0,0,0,0,0,0,142,,,,,
Otu99,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,427,,,,,
Otu250,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,72,,,,,
Otu133,0,0,0,0,0,0,0,0,0,0,0,247,0,39,0,0,0,0,0,0,0,0,247,,,,,
Otu143,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,232,,,,,
Otu102,0,0,0,0,0,0,0,0,0,0,0,377,0,14,0,0,0,0,0,0,0,0,377,,,,,
Otu215,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,2,0,104,,,,,
Otu137,0,0,0,0,0,0,0,0,0,0,0,209,0,5,0,0,0,0,0,0,0,1,209,,,,,
Otu344,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,29,,,,,
Otu263,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,64,,,,,
Otu86,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,464,,,,,
Otu198,0,0,0,0,0,0,0,0,0,0,0,117,0,45,51,0,0,3,0,0,6,0,117,,,,,
Otu201,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,132,,,,,
Otu252,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,7,4,0,4,3,79,,,,,
Otu174,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,8,0,0,0,0,0,0,131,,,,,
Otu134,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,253,,,,,
Otu170,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,302,,,,,
Otu369,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,28,,,,,
Otu176,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,204,,,,,
Otu169,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,155,,,,,
