"job_id";"sequence_number";"sequence_identifier";"full_name";"sequence_score";"bp_score";"cutoff_head";"cutoff_tail";"identity";"quality";"startpos";"stoppos";"ecolipos";"bps";"gene_bps";"turn";"lca_tax_embl_ebi_ena";"lca_tax_gtdb";"lca_tax_ltp";"lca_tax_rdp";"lca_tax_slv"
"828393";"201";"Otu201";"None";"0.99514";"102";"0";"0";"91.5633";"99";"31188";"41784";"986";"402";"402";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Bacteroidetes"";Sphingobacteriia;""Sphingobacteriales"";""Rhodothermaceae"";Rubrivirga;";"Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;"
"828393";"202";"Otu202";"None";"0.996645";"100";"0";"0";"97.7887";"99";"31188";"41784";"986";"405";"405";"none";"Bacteria;";"Unclassified;";"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;Microbacterium;";"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;"
"828393";"203";"Otu203";"None";"0";"96";"0";"0";"100";"100";"31188";"41784";"986";"405";"405";"none";"Bacteria;";"Unclassified;";"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Kurthia;";"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Kurthia;";"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Kurthia;"
"828393";"204";"Otu204";"None";"0.996602";"99";"0";"0";"99.0148";"99";"31188";"41784";"986";"405";"405";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium;";"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;"
"828393";"205";"Otu205";"None";"0.97764";"101";"0";"0";"88.9976";"97";"31188";"41784";"986";"405";"405";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;unclassified_Alphaproteobacteria;";"Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Candidatus Alysiosphaera;"
"828393";"206";"Otu206";"None";"0.995052";"100";"0";"0";"94.3902";"99";"31188";"41784";"986";"406";"406";"none";"Bacteria;";"Unclassified;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella;";"Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Skermanella;"
"828393";"207";"Otu207";"None";"0";"100";"0";"0";"100";"100";"31188";"41784";"986";"403";"403";"none";"Bacteria;";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium sp900112625;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum;"
"828393";"208";"Otu208";"None";"0.992177";"99";"0";"0";"95.297";"99";"31188";"41784";"986";"402";"402";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;";"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;"
"828393";"209";"Otu209";"None";"0.469441";"46";"0";"0";"38.0952";"46";"2050";"10305";"122";"452";"452";"complemented";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"828393";"210";"Otu210";"None";"0.966322";"91";"0";"0";"83.6186";"96";"31188";"41784";"986";"402";"402";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"828393";"211";"Otu211";"None";"0";"99";"0";"0";"100";"100";"31188";"41784";"986";"403";"403";"none";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;";"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium_A;s__Carnobacterium_A inhibens;";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;"
"828393";"212";"Otu212";"None";"0";"99";"0";"0";"100";"100";"31188";"41784";"986";"408";"408";"none";"Bacteria;";"Unclassified;";"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria;";"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria;"
"828393";"213";"Otu213";"None";"0.992202";"101";"0";"0";"96.3542";"99";"31188";"41784";"986";"381";"381";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium;"
"828393";"214";"Otu214";"None";"0.989134";"98";"0";"0";"96.5261";"98";"31188";"41784";"986";"402";"402";"none";"Bacteria;";"Unclassified;";"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Propionibacterineae;Nocardioidaceae;Nocardioides;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;Nocardioides;";"Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;"
"828393";"215";"Otu215";"None";"0.996674";"101";"0";"0";"99.5074";"99";"31188";"41784";"986";"406";"406";"none";"Bacteria;";"Unclassified;";"Bacteria;Proteobacteria;Gammaproteobacteria;Lysobacteriales;Lysobacteraceae;Lysobacter;";"Bacteria;""Proteobacteria"";Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;";"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;"
"828393";"216";"Otu216";"None";"0.995326";"100";"0";"0";"98.2716";"99";"31188";"41784";"986";"405";"405";"none";"Bacteria;";"Unclassified;";"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;";"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;"
"828393";"217";"Otu217";"None";"0";"94";"0";"0";"100";"100";"31188";"41784";"986";"406";"406";"none";"Bacteria;";"Unclassified;";"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;";"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;"
"828393";"218";"Otu218";"None";"0.996592";"101";"0";"0";"98.0149";"99";"31188";"41784";"986";"403";"403";"none";"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;";"Unclassified;";"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Terribacillus;";"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 2;Terribacillus;";"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Terribacillus;"
"828393";"219";"Otu219";"None";"0.996504";"94";"0";"0";"96.0784";"99";"31188";"41784";"986";"406";"406";"none";"Unclassified;";"d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis;";"Unclassified;";"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megamonas;";"Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Megamonas;"
"828393";"220";"Otu220";"None";"0.984822";"97";"0";"0";"93.8875";"98";"31188";"41784";"986";"409";"409";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cellulosilyticum;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Epulopiscium;"
"828393";"221";"Otu221";"None";"0.998149";"99";"0";"0";"95.098";"99";"31188";"41784";"986";"406";"406";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhizobiales;unclassified_Rhizobiales;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;uncultured;"
"828393";"222";"Otu222";"None";"0.988987";"96";"0";"0";"95.5882";"98";"31188";"41784";"986";"408";"408";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;""Planctomycetes"";Planctomycetia;Planctomycetales;Planctomycetaceae;unclassified_Planctomycetaceae;";"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula;"
"828393";"223";"Otu223";"None";"0.979784";"99";"0";"0";"92.2705";"97";"31188";"41784";"986";"413";"413";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Verrucomicrobia"";Subdivision3;Subdivision3_genera_incertae_sedis;";"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;"
"828393";"224";"Otu224";"None";"0.996568";"99";"0";"0";"99.7525";"99";"31188";"41784";"986";"404";"404";"none";"Bacteria;";"Unclassified;";"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Corynebacteriaceae;Corynebacterium;";"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;"
"828393";"225";"Otu225";"None";"0";"99";"0";"0";"100";"100";"31188";"41784";"986";"400";"400";"none";"Bacteria;";"Unclassified;";"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Burkholderiales;Comamonadaceae;";"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;"
"828393";"226";"Otu226";"None";"0";"100";"0";"0";"100";"100";"31188";"41784";"986";"404";"404";"none";"Bacteria;";"Unclassified;";"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Curtobacterium;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;Curtobacterium;";"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;"
"828393";"227";"Otu227";"None";"0.988237";"99";"0";"0";"96.0298";"98";"31188";"41784";"986";"403";"403";"none";"Bacteria;";"Unclassified;";"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;";"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 1;Bacillus;";"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;"
"828393";"228";"Otu228";"None";"0.978014";"99";"0";"0";"96.2963";"97";"31188";"41784";"986";"403";"403";"none";"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae 1;Bacillus;";"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;"
"828393";"229";"Otu229";"None";"0.979761";"99";"0";"0";"92.1376";"97";"31188";"41784";"986";"407";"407";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Bacteroidetes"";Sphingobacteriia;""Sphingobacteriales"";Chitinophagaceae;";"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Dinghuibacter;"
"828393";"230";"Otu230";"None";"0.993114";"100";"0";"0";"95.098";"99";"31188";"41784";"986";"406";"406";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Dongia;";"Bacteria;Proteobacteria;Alphaproteobacteria;Dongiales;Dongiaceae;Dongia;"
"828393";"231";"Otu231";"None";"0.991053";"97";"0";"0";"86.1386";"99";"31188";"41784";"986";"403";"403";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Oligoflexia;Oligoflexales;Oligoflexaceae;Oligoflexus;";"Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;uncultured;"
"828393";"232";"Otu232";"None";"0.996443";"98";"0";"0";"99.4975";"99";"31188";"41784";"986";"398";"398";"none";"Unclassified;";"d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__GCA-900066995;s__GCA-900066995 sp900291955;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Clostridium IV;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;CAG-352;"
"828393";"233";"Otu233";"None";"0.97885";"92";"0";"0";"87.5294";"97";"31188";"41784";"986";"417";"417";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;""Planctomycetes"";Planctomycetia;Planctomycetales;Planctomycetaceae;unclassified_Planctomycetaceae;";"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Fimbriiglobus;"
"828393";"234";"Otu234";"None";"0.996524";"98";"0";"0";"94.5813";"99";"31188";"41784";"986";"406";"406";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;";"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;"
"828393";"235";"Otu235";"None";"0.991403";"95";"0";"0";"95.3431";"99";"31188";"41784";"986";"407";"407";"none";"Bacteria;";"d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Anaerococcus;s__Anaerococcus provencensis;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales_Incertae Sedis XI;Anaerococcus;";"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerococcus;"
"828393";"236";"Otu236";"None";"0.997821";"98";"0";"0";"98.5577";"99";"31188";"41784";"986";"415";"415";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;""Planctomycetes"";Planctomycetia;Planctomycetales;Planctomycetaceae;unclassified_Planctomycetaceae;";"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;uncultured;"
"828393";"237";"Otu237";"None";"0.994614";"98";"0";"0";"99.4859";"99";"31188";"41784";"986";"402";"402";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;""Bacteroidetes"";""Bacteroidia"";""Bacteroidales"";Bacteroidaceae;Bacteroides;";"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;"
"828393";"238";"Otu238";"None";"0.975972";"95";"0";"0";"97.5369";"97";"31188";"41784";"986";"405";"405";"none";"Bacteria;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Romboutsia;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;";"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;"
"828393";"239";"Otu239";"None";"0.995014";"99";"0";"0";"95.7711";"99";"31188";"41784";"986";"400";"400";"none";"Bacteria;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;"
"828393";"240";"Otu240";"None";"0.996587";"102";"0";"0";"99.2593";"99";"31188";"41784";"986";"405";"405";"none";"Bacteria;";"Unclassified;";"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Zimmermannella;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;Zimmermannella;";"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Pseudoclavibacter;"
"828393";"241";"Otu241";"None";"0.992703";"95";"0";"0";"92.5831";"99";"31186";"41784";"984";"390";"390";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Candidatus Saccharibacteria;Saccharibacteria_genera_incertae_sedis;";"Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;"
"828393";"242";"Otu242";"None";"0.9035";"98";"0";"0";"86.7971";"90";"31188";"41784";"986";"409";"409";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"828393";"243";"Otu243";"None";"0.977797";"98";"0";"0";"90.6173";"97";"31188";"41784";"986";"404";"404";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"828393";"244";"Otu244";"None";"0.996602";"98";"0";"0";"98.7685";"99";"31188";"41784";"986";"405";"405";"none";"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcaceae_incertae_sedis;";"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;"
"828393";"245";"Otu245";"None";"0.985577";"99";"0";"0";"92.5743";"98";"31188";"41784";"986";"404";"404";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Bacteroidetes"";unclassified_""Bacteroidetes"";";"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;env.OPS 17;"
"828393";"246";"Otu246";"None";"0.996465";"98";"0";"0";"97.2637";"99";"31188";"41784";"986";"401";"401";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;"
"828393";"247";"Otu247";"None";"0.976353";"100";"0";"0";"94.7891";"97";"31188";"41784";"986";"403";"403";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae;";"Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans;"
"828393";"248";"Otu248";"None";"0.995118";"101";"0";"0";"98.0296";"99";"31188";"41784";"986";"406";"406";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Gammaproteobacteria;";"Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured;"
"828393";"249";"Otu249";"None";"0.97571";"99";"0";"0";"89.8765";"97";"31188";"41784";"986";"404";"404";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Deltaproteobacteria;Myxococcales;Nannocystineae;unclassified_Nannocystineae;";"Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;"
"828393";"250";"Otu250";"None";"0";"99";"0";"0";"100";"100";"31188";"41784";"986";"404";"404";"none";"Bacteria;Firmicutes;Bacilli;Lactobacillales;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Bacilli;Lactobacillales;";"Bacteria;Firmicutes;Bacilli;Lactobacillales;"
"828393";"251";"Otu251";"None";"0.996598";"98";"0";"0";"98.7654";"99";"31188";"41784";"986";"405";"405";"none";"Unclassified;";"Unclassified;";"Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Chromatocurvus;";"Bacteria;""Proteobacteria"";Gammaproteobacteria;Alteromonadales;Alteromonadaceae;";"Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;OM60(NOR5) clade;"
"828393";"252";"Otu252";"None";"0.994389";"100";"0";"0";"99.2611";"99";"31188";"41784";"986";"406";"406";"none";"Bacteria;";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp000188155;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylocystis;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylocystis;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylocystis;"
"828393";"253";"Otu253";"None";"0.992897";"101";"0";"0";"99.7525";"99";"31188";"41784";"986";"404";"404";"none";"Bacteria;Actinobacteria;Corynebacteriales;Dietziaceae;Dietzia;";"Unclassified;";"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacterineae;Dietziaceae;Dietzia;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Dietziaceae;Dietzia;";"Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Dietziaceae;Dietzia;"
"828393";"254";"Otu254";"None";"0";"98";"0";"0";"100";"100";"31188";"41784";"986";"397";"397";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;"
"828393";"255";"Otu255";"None";"0";"97";"0";"0";"100";"100";"31188";"41784";"986";"402";"402";"none";"Unclassified;";"Unclassified;";"Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermabacteraceae;Dermabacter;";"Bacteria;""Actinobacteria"";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Dermabacteraceae;Dermabacter;";"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermabacteraceae;Dermabacter;"
"828393";"256";"Otu256";"None";"0.994858";"101";"0";"0";"94.6078";"99";"31188";"41784";"986";"406";"406";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Labrys;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Labraceae;Labrys;"
"828393";"257";"Otu257";"None";"0.995041";"98";"0";"0";"97.0223";"99";"31188";"41784";"986";"401";"401";"none";"Bacteria;environmental samples;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;"
"828393";"258";"Otu258";"None";"0.992616";"97";"0";"0";"95.9079";"99";"31188";"41784";"986";"389";"389";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Chloroflexi"";";"Bacteria;Chloroflexi;Dehalococcoidia;S085;"
"828393";"259";"Otu259";"None";"0.996606";"101";"0";"0";"98.2587";"99";"31188";"41784";"986";"400";"400";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;";"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;"
"828393";"260";"Otu260";"None";"0.996599";"99";"0";"0";"99.7549";"99";"31188";"41784";"986";"408";"408";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;SAR11;Candidatus Pelagibacter;";"Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade III;"
"828393";"261";"Otu261";"None";"0.973913";"97";"0";"0";"87.0416";"97";"31188";"41784";"986";"409";"409";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Verrucomicrobia"";Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;unclassified_Verrucomicrobiaceae;";"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;uncultured;"
"828393";"262";"Otu262";"None";"0.996368";"100";"0";"0";"97.1129";"99";"31188";"41784";"986";"381";"381";"none";"Unclassified;";"Unclassified;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;";"Bacteria;""Proteobacteria"";Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;";"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;"
"828393";"263";"Otu263";"None";"0.98126";"100";"0";"0";"89.0052";"98";"31188";"41784";"986";"406";"406";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Acidobacteria"";Acidobacteria_Gp10;Gp10;";"Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;"
"828393";"264";"Otu264";"None";"0.990995";"99";"0";"0";"94.8276";"99";"31188";"41784";"986";"406";"406";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;""Bacteroidetes"";Cytophagia;Cytophagales;Cytophagaceae;Spirosoma;";"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;"
"828393";"265";"Otu265";"None";"0.99726";"91";"0";"0";"95.8128";"99";"31188";"41784";"986";"404";"404";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;""Verrucomicrobia"";Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;";"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter;"
"828393";"266";"Otu266";"None";"0.992502";"98";"0";"0";"94.0887";"99";"31188";"41784";"986";"406";"406";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;""Bacteroidetes"";Cytophagia;Cytophagales;Cytophagaceae;Spirosoma;";"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;"
"828393";"267";"Otu267";"None";"0.969935";"99";"0";"0";"87.5";"96";"31188";"41784";"986";"388";"388";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Chloroflexi"";unclassified_""Chloroflexi"";";"Bacteria;Chloroflexi;Anaerolineae;SBR1031;"
"828393";"268";"Otu268";"None";"0.996444";"92";"0";"0";"96.8215";"99";"31188";"41784";"986";"405";"405";"none";"Bacteria;";"d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_B;s__Peptoniphilus_B duerdenii;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae;Peptoniphilus;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Peptoniphilaceae;Peptoniphilus;";"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptoniphilus;"
