,RGnumSampled,variable,value,Location
3968,196800,usearch.RG026,NA,Governors Island
3969,196900,usearch.RG026,NA,Governors Island
3970,196911,usearch.RG026,NA,Governors Island
3971,1,usearch.RG027,1,Governors Island
3972,100,usearch.RG027,6.234,Governors Island
3973,200,usearch.RG027,8.43,Governors Island
3974,300,usearch.RG027,10.26,Governors Island
3975,400,usearch.RG027,11.771,Governors Island
3976,500,usearch.RG027,13.191,Governors Island
3977,600,usearch.RG027,14.495,Governors Island
3978,700,usearch.RG027,15.645,Governors Island
3979,800,usearch.RG027,16.799,Governors Island
3980,900,usearch.RG027,17.828,Governors Island
3981,1000,usearch.RG027,18.784,Governors Island
3982,1100,usearch.RG027,19.706,Governors Island
3983,1200,usearch.RG027,20.627,Governors Island
3984,1300,usearch.RG027,21.446,Governors Island
3985,1400,usearch.RG027,22.199,Governors Island
3986,1500,usearch.RG027,22.907,Governors Island
3987,1600,usearch.RG027,23.63,Governors Island
3988,1700,usearch.RG027,24.273,Governors Island
3989,1800,usearch.RG027,24.879,Governors Island
3990,1900,usearch.RG027,25.49,Governors Island
3991,2000,usearch.RG027,26.062,Governors Island
3992,2100,usearch.RG027,26.645,Governors Island
3993,2200,usearch.RG027,27.154,Governors Island
3994,2300,usearch.RG027,27.657,Governors Island
3995,2400,usearch.RG027,28.173,Governors Island
3996,2500,usearch.RG027,28.642,Governors Island
3997,2600,usearch.RG027,29.1,Governors Island
3998,2700,usearch.RG027,29.514,Governors Island
3999,2800,usearch.RG027,29.939,Governors Island
4000,2900,usearch.RG027,30.359,Governors Island
4001,3000,usearch.RG027,30.758,Governors Island
4002,3100,usearch.RG027,31.139,Governors Island
4003,3200,usearch.RG027,31.513,Governors Island
4004,3300,usearch.RG027,31.843,Governors Island
4005,3400,usearch.RG027,32.195,Governors Island
4006,3500,usearch.RG027,32.575,Governors Island
4007,3600,usearch.RG027,32.934,Governors Island
4008,3700,usearch.RG027,33.284,Governors Island
4009,3800,usearch.RG027,33.58,Governors Island
4010,3900,usearch.RG027,33.875,Governors Island
4011,4000,usearch.RG027,34.155,Governors Island
4012,4100,usearch.RG027,34.43,Governors Island
4013,4200,usearch.RG027,34.708,Governors Island
4014,4300,usearch.RG027,35.019,Governors Island
4015,4400,usearch.RG027,35.294,Governors Island
4016,4500,usearch.RG027,35.525,Governors Island
4017,4600,usearch.RG027,35.781,Governors Island
4018,4700,usearch.RG027,36.022,Governors Island
4019,4800,usearch.RG027,36.266,Governors Island
4020,4900,usearch.RG027,36.488,Governors Island
4021,5000,usearch.RG027,36.738,Governors Island
4022,5100,usearch.RG027,36.973,Governors Island
4023,5200,usearch.RG027,37.173,Governors Island
4024,5300,usearch.RG027,37.395,Governors Island
4025,5400,usearch.RG027,37.619,Governors Island
4026,5500,usearch.RG027,37.802,Governors Island
4027,5600,usearch.RG027,38.001,Governors Island
4028,5700,usearch.RG027,38.187,Governors Island
4029,5800,usearch.RG027,38.415,Governors Island
4030,5900,usearch.RG027,38.621,Governors Island
4031,6000,usearch.RG027,38.799,Governors Island
4032,6100,usearch.RG027,38.993,Governors Island
4033,6200,usearch.RG027,39.199,Governors Island
4034,6300,usearch.RG027,39.366,Governors Island
4035,6400,usearch.RG027,39.554,Governors Island
4036,6500,usearch.RG027,39.735,Governors Island
4037,6600,usearch.RG027,39.896,Governors Island
4038,6700,usearch.RG027,40.08,Governors Island
4039,6800,usearch.RG027,40.254,Governors Island
4040,6900,usearch.RG027,40.405,Governors Island
4041,7000,usearch.RG027,40.555,Governors Island
4042,7100,usearch.RG027,40.728,Governors Island
4043,7200,usearch.RG027,40.896,Governors Island
4044,7300,usearch.RG027,41.06,Governors Island
4045,7400,usearch.RG027,41.203,Governors Island
4046,7500,usearch.RG027,41.349,Governors Island
4047,7600,usearch.RG027,41.501,Governors Island
4048,7700,usearch.RG027,41.653,Governors Island
4049,7800,usearch.RG027,41.764,Governors Island
4050,7900,usearch.RG027,41.891,Governors Island
4051,8000,usearch.RG027,42.045,Governors Island
4052,8100,usearch.RG027,42.165,Governors Island
4053,8200,usearch.RG027,42.299,Governors Island
4054,8300,usearch.RG027,42.434,Governors Island
4055,8400,usearch.RG027,42.555,Governors Island
4056,8500,usearch.RG027,42.662,Governors Island
4057,8600,usearch.RG027,42.789,Governors Island
4058,8700,usearch.RG027,42.92,Governors Island
4059,8800,usearch.RG027,43.024,Governors Island
4060,8900,usearch.RG027,43.146,Governors Island
4061,9000,usearch.RG027,43.262,Governors Island
4062,9100,usearch.RG027,43.364,Governors Island
4063,9200,usearch.RG027,43.483,Governors Island
4064,9300,usearch.RG027,43.581,Governors Island
4065,9400,usearch.RG027,43.696,Governors Island
4066,9500,usearch.RG027,43.814,Governors Island
4067,9600,usearch.RG027,43.933,Governors Island
4068,9700,usearch.RG027,44.047,Governors Island
4069,9800,usearch.RG027,44.157,Governors Island
4070,9900,usearch.RG027,44.255,Governors Island
4071,10000,usearch.RG027,44.368,Governors Island
4072,10100,usearch.RG027,44.459,Governors Island
4073,10200,usearch.RG027,44.567,Governors Island
4074,10300,usearch.RG027,44.684,Governors Island
4075,10400,usearch.RG027,44.802,Governors Island
4076,10500,usearch.RG027,44.92,Governors Island
4077,10600,usearch.RG027,45.025,Governors Island
4078,10700,usearch.RG027,45.121,Governors Island
4079,10800,usearch.RG027,45.215,Governors Island
4080,10900,usearch.RG027,45.305,Governors Island
4081,11000,usearch.RG027,45.407,Governors Island
4082,11100,usearch.RG027,45.512,Governors Island
4083,11200,usearch.RG027,45.593,Governors Island
4084,11300,usearch.RG027,45.687,Governors Island
4085,11400,usearch.RG027,45.766,Governors Island
4086,11500,usearch.RG027,45.863,Governors Island
4087,11600,usearch.RG027,45.962,Governors Island
4088,11700,usearch.RG027,46.046,Governors Island
4089,11800,usearch.RG027,46.132,Governors Island
4090,11900,usearch.RG027,46.214,Governors Island
4091,12000,usearch.RG027,46.295,Governors Island
4092,12100,usearch.RG027,46.391,Governors Island
4093,12200,usearch.RG027,46.473,Governors Island
4094,12300,usearch.RG027,46.552,Governors Island
4095,12400,usearch.RG027,46.631,Governors Island
4096,12500,usearch.RG027,46.713,Governors Island
4097,12600,usearch.RG027,46.795,Governors Island
4098,12700,usearch.RG027,46.884,Governors Island
4099,12800,usearch.RG027,46.969,Governors Island
4100,12900,usearch.RG027,47.045,Governors Island
4101,13000,usearch.RG027,47.125,Governors Island
4102,13100,usearch.RG027,47.196,Governors Island
4103,13200,usearch.RG027,47.283,Governors Island
4104,13300,usearch.RG027,47.361,Governors Island
4105,13400,usearch.RG027,47.433,Governors Island
4106,13500,usearch.RG027,47.52,Governors Island
4107,13600,usearch.RG027,47.584,Governors Island
4108,13700,usearch.RG027,47.658,Governors Island
4109,13800,usearch.RG027,47.725,Governors Island
4110,13900,usearch.RG027,47.802,Governors Island
4111,14000,usearch.RG027,47.88,Governors Island
4112,14100,usearch.RG027,47.963,Governors Island
4113,14200,usearch.RG027,48.036,Governors Island
4114,14300,usearch.RG027,48.098,Governors Island
4115,14400,usearch.RG027,48.177,Governors Island
4116,14500,usearch.RG027,48.245,Governors Island
4117,14600,usearch.RG027,48.3,Governors Island
4118,14700,usearch.RG027,48.367,Governors Island
4119,14800,usearch.RG027,48.429,Governors Island
4120,14900,usearch.RG027,48.498,Governors Island
4121,15000,usearch.RG027,48.565,Governors Island
4122,15100,usearch.RG027,48.641,Governors Island
4123,15200,usearch.RG027,48.705,Governors Island
4124,15300,usearch.RG027,48.782,Governors Island
4125,15400,usearch.RG027,48.86,Governors Island
4126,15500,usearch.RG027,48.932,Governors Island
4127,15600,usearch.RG027,48.983,Governors Island
4128,15700,usearch.RG027,49.04,Governors Island
4129,15800,usearch.RG027,49.102,Governors Island
4130,15900,usearch.RG027,49.176,Governors Island
4131,16000,usearch.RG027,49.242,Governors Island
4132,16100,usearch.RG027,49.31,Governors Island
4133,16200,usearch.RG027,49.381,Governors Island
4134,16300,usearch.RG027,49.452,Governors Island
4135,16400,usearch.RG027,49.505,Governors Island
4136,16500,usearch.RG027,49.568,Governors Island
4137,16600,usearch.RG027,49.631,Governors Island
4138,16700,usearch.RG027,49.704,Governors Island
4139,16800,usearch.RG027,49.763,Governors Island
4140,16900,usearch.RG027,49.827,Governors Island
4141,17000,usearch.RG027,49.892,Governors Island
4142,17100,usearch.RG027,49.942,Governors Island
4143,17200,usearch.RG027,50.001,Governors Island
4144,17300,usearch.RG027,50.057,Governors Island
4145,17400,usearch.RG027,50.115,Governors Island
4146,17500,usearch.RG027,50.171,Governors Island
4147,17600,usearch.RG027,50.236,Governors Island
4148,17700,usearch.RG027,50.292,Governors Island
4149,17800,usearch.RG027,50.348,Governors Island
4150,17900,usearch.RG027,50.409,Governors Island
4151,18000,usearch.RG027,50.457,Governors Island
4152,18100,usearch.RG027,50.52,Governors Island
4153,18200,usearch.RG027,50.569,Governors Island
4154,18300,usearch.RG027,50.635,Governors Island
4155,18400,usearch.RG027,50.692,Governors Island
4156,18500,usearch.RG027,50.745,Governors Island
4157,18600,usearch.RG027,50.808,Governors Island
4158,18700,usearch.RG027,50.849,Governors Island
4159,18800,usearch.RG027,50.901,Governors Island
4160,18900,usearch.RG027,50.959,Governors Island
4161,19000,usearch.RG027,51.003,Governors Island
4162,19100,usearch.RG027,51.064,Governors Island
4163,19200,usearch.RG027,51.118,Governors Island
4164,19300,usearch.RG027,51.168,Governors Island
4165,19400,usearch.RG027,51.213,Governors Island
4166,19500,usearch.RG027,51.266,Governors Island
4167,19600,usearch.RG027,51.304,Governors Island
4168,19700,usearch.RG027,51.357,Governors Island
4169,19800,usearch.RG027,51.404,Governors Island
4170,19900,usearch.RG027,51.457,Governors Island
4171,20000,usearch.RG027,51.519,Governors Island
4172,20100,usearch.RG027,51.571,Governors Island
4173,20200,usearch.RG027,51.62,Governors Island
4174,20300,usearch.RG027,51.67,Governors Island
4175,20400,usearch.RG027,51.715,Governors Island
4176,20500,usearch.RG027,51.769,Governors Island
4177,20600,usearch.RG027,51.816,Governors Island
4178,20700,usearch.RG027,51.864,Governors Island
4179,20800,usearch.RG027,51.915,Governors Island
4180,20900,usearch.RG027,51.976,Governors Island
4181,21000,usearch.RG027,52.038,Governors Island
4182,21100,usearch.RG027,52.084,Governors Island
4183,21200,usearch.RG027,52.138,Governors Island
4184,21300,usearch.RG027,52.185,Governors Island
4185,21400,usearch.RG027,52.23,Governors Island
4186,21500,usearch.RG027,52.275,Governors Island
4187,21600,usearch.RG027,52.324,Governors Island
4188,21700,usearch.RG027,52.369,Governors Island
4189,21800,usearch.RG027,52.418,Governors Island
4190,21900,usearch.RG027,52.472,Governors Island
4191,22000,usearch.RG027,52.514,Governors Island
4192,22100,usearch.RG027,52.56,Governors Island
4193,22200,usearch.RG027,52.608,Governors Island
4194,22300,usearch.RG027,52.655,Governors Island
4195,22400,usearch.RG027,52.692,Governors Island
4196,22500,usearch.RG027,52.735,Governors Island
4197,22600,usearch.RG027,52.775,Governors Island
4198,22700,usearch.RG027,52.82,Governors Island
4199,22800,usearch.RG027,52.869,Governors Island
4200,22900,usearch.RG027,52.907,Governors Island
4201,23000,usearch.RG027,52.965,Governors Island
4202,23100,usearch.RG027,53.011,Governors Island
4203,23200,usearch.RG027,53.05,Governors Island
4204,23300,usearch.RG027,53.097,Governors Island
4205,23400,usearch.RG027,53.145,Governors Island
4206,23500,usearch.RG027,53.188,Governors Island
4207,23600,usearch.RG027,53.226,Governors Island
4208,23700,usearch.RG027,53.271,Governors Island
4209,23800,usearch.RG027,53.302,Governors Island
4210,23900,usearch.RG027,53.337,Governors Island
4211,24000,usearch.RG027,53.383,Governors Island
4212,24100,usearch.RG027,53.421,Governors Island
4213,24200,usearch.RG027,53.451,Governors Island
4214,24300,usearch.RG027,53.497,Governors Island
4215,24400,usearch.RG027,53.549,Governors Island
4216,24500,usearch.RG027,53.586,Governors Island
4217,24600,usearch.RG027,53.628,Governors Island
4218,24700,usearch.RG027,53.676,Governors Island
4219,24800,usearch.RG027,53.722,Governors Island
4220,24900,usearch.RG027,53.749,Governors Island
4221,25000,usearch.RG027,53.785,Governors Island
4222,25100,usearch.RG027,53.823,Governors Island
4223,25200,usearch.RG027,53.871,Governors Island
4224,25300,usearch.RG027,53.91,Governors Island
4225,25400,usearch.RG027,53.958,Governors Island
4226,25500,usearch.RG027,53.992,Governors Island
4227,25600,usearch.RG027,54.037,Governors Island
4228,25700,usearch.RG027,54.081,Governors Island
4229,25800,usearch.RG027,54.116,Governors Island
4230,25900,usearch.RG027,54.15,Governors Island
4231,26000,usearch.RG027,54.194,Governors Island
4232,26100,usearch.RG027,54.234,Governors Island
4233,26200,usearch.RG027,54.271,Governors Island
4234,26300,usearch.RG027,54.308,Governors Island
4235,26400,usearch.RG027,54.34,Governors Island
4236,26500,usearch.RG027,54.384,Governors Island
4237,26600,usearch.RG027,54.423,Governors Island
4238,26700,usearch.RG027,54.468,Governors Island
4239,26800,usearch.RG027,54.517,Governors Island
4240,26900,usearch.RG027,54.554,Governors Island
4241,27000,usearch.RG027,54.603,Governors Island
4242,27100,usearch.RG027,54.634,Governors Island
4243,27200,usearch.RG027,54.675,Governors Island
4244,27300,usearch.RG027,54.723,Governors Island
4245,27400,usearch.RG027,54.765,Governors Island
4246,27500,usearch.RG027,54.801,Governors Island
4247,27600,usearch.RG027,54.83,Governors Island
4248,27700,usearch.RG027,54.868,Governors Island
4249,27800,usearch.RG027,54.902,Governors Island
4250,27900,usearch.RG027,54.937,Governors Island
4251,28000,usearch.RG027,54.966,Governors Island
4252,28100,usearch.RG027,55.009,Governors Island
4253,28200,usearch.RG027,55.052,Governors Island
4254,28300,usearch.RG027,55.098,Governors Island
4255,28400,usearch.RG027,55.131,Governors Island
4256,28500,usearch.RG027,55.164,Governors Island
4257,28600,usearch.RG027,55.209,Governors Island
4258,28700,usearch.RG027,55.235,Governors Island
4259,28800,usearch.RG027,55.268,Governors Island
4260,28900,usearch.RG027,55.307,Governors Island
4261,29000,usearch.RG027,55.34,Governors Island
4262,29100,usearch.RG027,55.371,Governors Island
4263,29200,usearch.RG027,55.403,Governors Island
4264,29300,usearch.RG027,55.441,Governors Island
4265,29400,usearch.RG027,55.477,Governors Island
4266,29500,usearch.RG027,55.498,Governors Island
4267,29600,usearch.RG027,55.529,Governors Island
4268,29700,usearch.RG027,55.566,Governors Island
4269,29800,usearch.RG027,55.592,Governors Island
4270,29900,usearch.RG027,55.626,Governors Island
4271,30000,usearch.RG027,55.657,Governors Island
4272,30100,usearch.RG027,55.689,Governors Island
4273,30200,usearch.RG027,55.724,Governors Island
4274,30300,usearch.RG027,55.762,Governors Island
4275,30400,usearch.RG027,55.792,Governors Island
4276,30500,usearch.RG027,55.815,Governors Island
4277,30600,usearch.RG027,55.839,Governors Island
4278,30700,usearch.RG027,55.872,Governors Island
4279,30800,usearch.RG027,55.907,Governors Island
4280,30900,usearch.RG027,55.937,Governors Island
4281,31000,usearch.RG027,55.966,Governors Island
4282,31100,usearch.RG027,55.989,Governors Island
4283,31200,usearch.RG027,56.013,Governors Island
4284,31300,usearch.RG027,56.036,Governors Island
4285,31400,usearch.RG027,56.078,Governors Island
4286,31500,usearch.RG027,56.119,Governors Island
4287,31600,usearch.RG027,56.152,Governors Island
4288,31700,usearch.RG027,56.197,Governors Island
4289,31800,usearch.RG027,56.229,Governors Island
4290,31900,usearch.RG027,56.267,Governors Island
4291,32000,usearch.RG027,56.3,Governors Island
4292,32100,usearch.RG027,56.322,Governors Island
4293,32200,usearch.RG027,56.348,Governors Island
4294,32300,usearch.RG027,56.369,Governors Island
4295,32400,usearch.RG027,56.4,Governors Island
4296,32500,usearch.RG027,56.434,Governors Island
4297,32600,usearch.RG027,56.455,Governors Island
4298,32700,usearch.RG027,56.486,Governors Island
4299,32800,usearch.RG027,56.504,Governors Island
4300,32900,usearch.RG027,56.535,Governors Island
4301,33000,usearch.RG027,56.572,Governors Island
4302,33100,usearch.RG027,56.603,Governors Island
4303,33200,usearch.RG027,56.627,Governors Island
4304,33300,usearch.RG027,56.644,Governors Island
4305,33400,usearch.RG027,56.676,Governors Island
4306,33500,usearch.RG027,56.701,Governors Island
4307,33600,usearch.RG027,56.728,Governors Island
4308,33700,usearch.RG027,56.765,Governors Island
4309,33800,usearch.RG027,56.798,Governors Island
4310,33900,usearch.RG027,56.825,Governors Island
4311,34000,usearch.RG027,56.856,Governors Island
4312,34100,usearch.RG027,56.883,Governors Island
4313,34200,usearch.RG027,56.914,Governors Island
4314,34300,usearch.RG027,56.939,Governors Island
4315,34400,usearch.RG027,56.971,Governors Island
4316,34500,usearch.RG027,56.996,Governors Island
4317,34600,usearch.RG027,57.019,Governors Island
4318,34700,usearch.RG027,57.056,Governors Island
4319,34800,usearch.RG027,57.094,Governors Island
4320,34900,usearch.RG027,57.124,Governors Island
4321,35000,usearch.RG027,57.152,Governors Island
4322,35100,usearch.RG027,57.177,Governors Island
4323,35200,usearch.RG027,57.203,Governors Island
4324,35300,usearch.RG027,57.235,Governors Island
4325,35400,usearch.RG027,57.266,Governors Island
4326,35500,usearch.RG027,57.301,Governors Island
4327,35600,usearch.RG027,57.32,Governors Island
4328,35700,usearch.RG027,57.355,Governors Island
4329,35800,usearch.RG027,57.38,Governors Island
4330,35900,usearch.RG027,57.412,Governors Island
4331,36000,usearch.RG027,57.439,Governors Island
4332,36100,usearch.RG027,57.467,Governors Island
4333,36200,usearch.RG027,57.489,Governors Island
4334,36300,usearch.RG027,57.513,Governors Island
4335,36400,usearch.RG027,57.533,Governors Island
4336,36500,usearch.RG027,57.565,Governors Island
4337,36600,usearch.RG027,57.587,Governors Island
4338,36700,usearch.RG027,57.605,Governors Island
4339,36800,usearch.RG027,57.64,Governors Island
4340,36900,usearch.RG027,57.673,Governors Island
4341,37000,usearch.RG027,57.697,Governors Island
4342,37100,usearch.RG027,57.725,Governors Island
4343,37200,usearch.RG027,57.747,Governors Island
4344,37300,usearch.RG027,57.773,Governors Island
4345,37400,usearch.RG027,57.8,Governors Island
4346,37500,usearch.RG027,57.824,Governors Island
4347,37600,usearch.RG027,57.849,Governors Island
4348,37700,usearch.RG027,57.869,Governors Island
4349,37800,usearch.RG027,57.894,Governors Island
4350,37900,usearch.RG027,57.913,Governors Island
4351,38000,usearch.RG027,57.94,Governors Island
4352,38100,usearch.RG027,57.954,Governors Island
4353,38200,usearch.RG027,57.982,Governors Island
4354,38300,usearch.RG027,58.012,Governors Island
4355,38400,usearch.RG027,58.031,Governors Island
4356,38500,usearch.RG027,58.047,Governors Island
4357,38600,usearch.RG027,58.068,Governors Island
4358,38700,usearch.RG027,58.093,Governors Island
4359,38800,usearch.RG027,58.121,Governors Island
4360,38900,usearch.RG027,58.147,Governors Island
4361,39000,usearch.RG027,58.174,Governors Island
4362,39100,usearch.RG027,58.196,Governors Island
4363,39200,usearch.RG027,58.219,Governors Island
4364,39300,usearch.RG027,58.243,Governors Island
4365,39400,usearch.RG027,58.262,Governors Island
4366,39500,usearch.RG027,58.284,Governors Island
4367,39600,usearch.RG027,58.301,Governors Island
4368,39700,usearch.RG027,58.322,Governors Island
4369,39800,usearch.RG027,58.34,Governors Island
4370,39900,usearch.RG027,58.359,Governors Island
4371,40000,usearch.RG027,58.387,Governors Island
4372,40100,usearch.RG027,58.415,Governors Island
4373,40200,usearch.RG027,58.44,Governors Island
4374,40300,usearch.RG027,58.46,Governors Island
4375,40400,usearch.RG027,58.485,Governors Island
4376,40500,usearch.RG027,58.502,Governors Island
4377,40600,usearch.RG027,58.532,Governors Island
4378,40700,usearch.RG027,58.551,Governors Island
4379,40800,usearch.RG027,58.575,Governors Island
4380,40900,usearch.RG027,58.592,Governors Island
4381,40972,usearch.RG027,58.602,Governors Island
4382,41000,usearch.RG027,58.608,Governors Island
4383,41100,usearch.RG027,58.63,Governors Island
4384,41200,usearch.RG027,58.658,Governors Island
4385,41300,usearch.RG027,58.675,Governors Island
4386,41400,usearch.RG027,58.702,Governors Island
4387,41500,usearch.RG027,58.721,Governors Island
4388,41600,usearch.RG027,58.736,Governors Island
4389,41700,usearch.RG027,58.761,Governors Island
4390,41800,usearch.RG027,58.783,Governors Island
4391,41900,usearch.RG027,58.799,Governors Island
4392,42000,usearch.RG027,58.817,Governors Island
4393,42100,usearch.RG027,58.841,Governors Island
4394,42200,usearch.RG027,58.867,Governors Island
4395,42300,usearch.RG027,58.89,Governors Island
4396,42400,usearch.RG027,58.914,Governors Island
4397,42500,usearch.RG027,58.929,Governors Island
4398,42600,usearch.RG027,58.955,Governors Island
4399,42700,usearch.RG027,58.968,Governors Island
4400,42800,usearch.RG027,58.986,Governors Island
4401,42900,usearch.RG027,59.001,Governors Island
4402,43000,usearch.RG027,59.018,Governors Island
4403,43100,usearch.RG027,59.043,Governors Island
4404,43200,usearch.RG027,59.075,Governors Island
4405,43300,usearch.RG027,59.1,Governors Island
4406,43400,usearch.RG027,59.136,Governors Island
4407,43500,usearch.RG027,59.159,Governors Island
4408,43600,usearch.RG027,59.176,Governors Island
4409,43700,usearch.RG027,59.199,Governors Island
4410,43800,usearch.RG027,59.219,Governors Island
4411,43900,usearch.RG027,59.242,Governors Island
4412,44000,usearch.RG027,59.263,Governors Island
4413,44100,usearch.RG027,59.28,Governors Island
4414,44200,usearch.RG027,59.303,Governors Island
4415,44300,usearch.RG027,59.321,Governors Island
4416,44400,usearch.RG027,59.349,Governors Island
4417,44500,usearch.RG027,59.367,Governors Island
4418,44600,usearch.RG027,59.381,Governors Island
4419,44700,usearch.RG027,59.409,Governors Island
4420,44800,usearch.RG027,59.426,Governors Island
4421,44900,usearch.RG027,59.448,Governors Island
4422,45000,usearch.RG027,59.467,Governors Island
4423,45100,usearch.RG027,59.487,Governors Island
4424,45200,usearch.RG027,59.509,Governors Island
4425,45300,usearch.RG027,59.53,Governors Island
4426,45400,usearch.RG027,59.552,Governors Island
4427,45500,usearch.RG027,59.574,Governors Island
4428,45600,usearch.RG027,59.598,Governors Island
4429,45700,usearch.RG027,59.622,Governors Island
4430,45800,usearch.RG027,59.638,Governors Island
4431,45900,usearch.RG027,59.661,Governors Island
4432,46000,usearch.RG027,59.68,Governors Island
4433,46100,usearch.RG027,59.707,Governors Island
4434,46200,usearch.RG027,59.726,Governors Island
4435,46300,usearch.RG027,59.753,Governors Island
4436,46400,usearch.RG027,59.779,Governors Island
4437,46500,usearch.RG027,59.803,Governors Island
4438,46600,usearch.RG027,59.818,Governors Island
4439,46700,usearch.RG027,59.842,Governors Island
4440,46800,usearch.RG027,59.858,Governors Island
4441,46900,usearch.RG027,59.879,Governors Island
4442,47000,usearch.RG027,59.899,Governors Island
4443,47100,usearch.RG027,59.915,Governors Island
4444,47200,usearch.RG027,59.937,Governors Island
4445,47300,usearch.RG027,59.95,Governors Island
4446,47400,usearch.RG027,59.969,Governors Island
4447,47500,usearch.RG027,59.987,Governors Island
4448,47600,usearch.RG027,60.006,Governors Island
4449,47700,usearch.RG027,60.032,Governors Island
4450,47784,usearch.RG027,60.042,Governors Island
4451,47800,usearch.RG027,60.044,Governors Island
4452,47900,usearch.RG027,60.057,Governors Island
4453,48000,usearch.RG027,60.066,Governors Island
4454,48100,usearch.RG027,60.085,Governors Island
4455,48200,usearch.RG027,60.095,Governors Island
4456,48300,usearch.RG027,60.11,Governors Island
4457,48400,usearch.RG027,60.131,Governors Island
4458,48500,usearch.RG027,60.16,Governors Island
4459,48600,usearch.RG027,60.185,Governors Island
4460,48700,usearch.RG027,60.2,Governors Island
4461,48800,usearch.RG027,60.218,Governors Island
4462,48900,usearch.RG027,60.233,Governors Island
4463,49000,usearch.RG027,60.258,Governors Island
4464,49100,usearch.RG027,60.281,Governors Island
4465,49200,usearch.RG027,60.299,Governors Island
4466,49300,usearch.RG027,60.32,Governors Island
4467,49400,usearch.RG027,60.338,Governors Island
4468,49500,usearch.RG027,60.348,Governors Island
4469,49600,usearch.RG027,60.368,Governors Island
4470,49700,usearch.RG027,60.388,Governors Island
4471,49800,usearch.RG027,60.41,Governors Island
4472,49900,usearch.RG027,60.423,Governors Island
4473,50000,usearch.RG027,60.443,Governors Island
4474,50100,usearch.RG027,60.461,Governors Island
4475,50200,usearch.RG027,60.478,Governors Island
4476,50300,usearch.RG027,60.497,Governors Island
4477,50400,usearch.RG027,60.515,Governors Island
4478,50500,usearch.RG027,60.524,Governors Island
4479,50600,usearch.RG027,60.547,Governors Island
4480,50700,usearch.RG027,60.562,Governors Island
4481,50800,usearch.RG027,60.585,Governors Island
4482,50900,usearch.RG027,60.606,Governors Island
4483,51000,usearch.RG027,60.619,Governors Island
4484,51100,usearch.RG027,60.64,Governors Island
4485,51200,usearch.RG027,60.65,Governors Island
4486,51300,usearch.RG027,60.667,Governors Island
4487,51400,usearch.RG027,60.688,Governors Island
4488,51500,usearch.RG027,60.705,Governors Island
4489,51600,usearch.RG027,60.717,Governors Island
4490,51700,usearch.RG027,60.732,Governors Island
4491,51800,usearch.RG027,60.75,Governors Island
4492,51900,usearch.RG027,60.762,Governors Island
4493,52000,usearch.RG027,60.78,Governors Island
4494,52100,usearch.RG027,60.793,Governors Island
4495,52200,usearch.RG027,60.809,Governors Island
4496,52300,usearch.RG027,60.827,Governors Island
4497,52400,usearch.RG027,60.842,Governors Island
4498,52500,usearch.RG027,60.862,Governors Island
4499,52600,usearch.RG027,60.879,Governors Island
4500,52700,usearch.RG027,60.9,Governors Island
4501,52800,usearch.RG027,60.909,Governors Island
4502,52900,usearch.RG027,60.927,Governors Island
4503,53000,usearch.RG027,60.943,Governors Island
4504,53100,usearch.RG027,60.964,Governors Island
4505,53200,usearch.RG027,60.982,Governors Island
4506,53300,usearch.RG027,61.002,Governors Island
4507,53400,usearch.RG027,61.016,Governors Island
4508,53500,usearch.RG027,61.033,Governors Island
4509,53600,usearch.RG027,61.046,Governors Island
4510,53700,usearch.RG027,61.055,Governors Island
4511,53800,usearch.RG027,61.077,Governors Island
4512,53900,usearch.RG027,61.088,Governors Island
4513,54000,usearch.RG027,61.108,Governors Island
4514,54100,usearch.RG027,61.121,Governors Island
4515,54200,usearch.RG027,61.134,Governors Island
4516,54300,usearch.RG027,61.156,Governors Island
4517,54400,usearch.RG027,61.166,Governors Island
4518,54500,usearch.RG027,61.176,Governors Island
4519,54600,usearch.RG027,61.192,Governors Island
4520,54700,usearch.RG027,61.208,Governors Island
4521,54800,usearch.RG027,61.225,Governors Island
4522,54900,usearch.RG027,61.241,Governors Island
4523,55000,usearch.RG027,61.263,Governors Island
4524,55100,usearch.RG027,61.275,Governors Island
4525,55200,usearch.RG027,61.29,Governors Island
4526,55300,usearch.RG027,61.306,Governors Island
4527,55400,usearch.RG027,61.324,Governors Island
4528,55500,usearch.RG027,61.338,Governors Island
4529,55600,usearch.RG027,61.356,Governors Island
4530,55700,usearch.RG027,61.366,Governors Island
4531,55800,usearch.RG027,61.383,Governors Island
4532,55900,usearch.RG027,61.405,Governors Island
4533,56000,usearch.RG027,61.43,Governors Island
4534,56100,usearch.RG027,61.443,Governors Island
4535,56200,usearch.RG027,61.457,Governors Island
4536,56300,usearch.RG027,61.469,Governors Island
4537,56400,usearch.RG027,61.481,Governors Island
4538,56500,usearch.RG027,61.493,Governors Island
4539,56600,usearch.RG027,61.505,Governors Island
4540,56700,usearch.RG027,61.517,Governors Island
4541,56800,usearch.RG027,61.531,Governors Island
4542,56900,usearch.RG027,61.545,Governors Island
4543,57000,usearch.RG027,61.556,Governors Island
4544,57100,usearch.RG027,61.569,Governors Island
4545,57200,usearch.RG027,61.578,Governors Island
4546,57300,usearch.RG027,61.59,Governors Island
4547,57400,usearch.RG027,61.612,Governors Island
4548,57500,usearch.RG027,61.63,Governors Island
4549,57600,usearch.RG027,61.646,Governors Island
4550,57700,usearch.RG027,61.658,Governors Island
