,RGnumSampled,variable,value,Location
16140,25900,usearch.RG037,38.945,Eagle Wings
16141,26000,usearch.RG037,38.957,Eagle Wings
16142,26100,usearch.RG037,38.974,Eagle Wings
16143,26200,usearch.RG037,38.986,Eagle Wings
16144,26300,usearch.RG037,38.996,Eagle Wings
16145,26400,usearch.RG037,39.011,Eagle Wings
16146,26500,usearch.RG037,39.039,Eagle Wings
16147,26600,usearch.RG037,39.056,Eagle Wings
16148,26700,usearch.RG037,39.066,Eagle Wings
16149,26800,usearch.RG037,39.079,Eagle Wings
16150,26900,usearch.RG037,39.087,Eagle Wings
16151,27000,usearch.RG037,39.101,Eagle Wings
16152,27100,usearch.RG037,39.109,Eagle Wings
16153,27200,usearch.RG037,39.121,Eagle Wings
16154,27300,usearch.RG037,39.13,Eagle Wings
16155,27400,usearch.RG037,39.147,Eagle Wings
16156,27500,usearch.RG037,39.159,Eagle Wings
16157,27600,usearch.RG037,39.171,Eagle Wings
16158,27700,usearch.RG037,39.183,Eagle Wings
16159,27800,usearch.RG037,39.195,Eagle Wings
16160,27900,usearch.RG037,39.201,Eagle Wings
16161,28000,usearch.RG037,39.217,Eagle Wings
16162,28100,usearch.RG037,39.225,Eagle Wings
16163,28200,usearch.RG037,39.236,Eagle Wings
16164,28300,usearch.RG037,39.243,Eagle Wings
16165,28400,usearch.RG037,39.251,Eagle Wings
16166,28500,usearch.RG037,39.258,Eagle Wings
16167,28600,usearch.RG037,39.277,Eagle Wings
16168,28700,usearch.RG037,39.286,Eagle Wings
16169,28800,usearch.RG037,39.295,Eagle Wings
16170,28900,usearch.RG037,39.302,Eagle Wings
16171,29000,usearch.RG037,39.313,Eagle Wings
16172,29100,usearch.RG037,39.325,Eagle Wings
16173,29200,usearch.RG037,39.33,Eagle Wings
16174,29300,usearch.RG037,39.342,Eagle Wings
16175,29400,usearch.RG037,39.364,Eagle Wings
16176,29500,usearch.RG037,39.374,Eagle Wings
16177,29600,usearch.RG037,39.389,Eagle Wings
16178,29700,usearch.RG037,39.407,Eagle Wings
16179,29800,usearch.RG037,39.413,Eagle Wings
16180,29900,usearch.RG037,39.424,Eagle Wings
16181,30000,usearch.RG037,39.439,Eagle Wings
16182,30100,usearch.RG037,39.448,Eagle Wings
16183,30200,usearch.RG037,39.461,Eagle Wings
16184,30300,usearch.RG037,39.477,Eagle Wings
16185,30400,usearch.RG037,39.488,Eagle Wings
16186,30500,usearch.RG037,39.495,Eagle Wings
16187,30600,usearch.RG037,39.51,Eagle Wings
16188,30700,usearch.RG037,39.518,Eagle Wings
16189,30800,usearch.RG037,39.53,Eagle Wings
16190,30900,usearch.RG037,39.537,Eagle Wings
16191,31000,usearch.RG037,39.549,Eagle Wings
16192,31100,usearch.RG037,39.564,Eagle Wings
16193,31200,usearch.RG037,39.576,Eagle Wings
16194,31300,usearch.RG037,39.593,Eagle Wings
16195,31400,usearch.RG037,39.612,Eagle Wings
16196,31500,usearch.RG037,39.624,Eagle Wings
16197,31600,usearch.RG037,39.634,Eagle Wings
16198,31700,usearch.RG037,39.641,Eagle Wings
16199,31800,usearch.RG037,39.651,Eagle Wings
16200,31900,usearch.RG037,39.657,Eagle Wings
16201,32000,usearch.RG037,39.662,Eagle Wings
16202,32100,usearch.RG037,39.67,Eagle Wings
16203,32200,usearch.RG037,39.676,Eagle Wings
16204,32300,usearch.RG037,39.686,Eagle Wings
16205,32400,usearch.RG037,39.698,Eagle Wings
16206,32500,usearch.RG037,39.706,Eagle Wings
16207,32600,usearch.RG037,39.721,Eagle Wings
16208,32700,usearch.RG037,39.737,Eagle Wings
16209,32800,usearch.RG037,39.748,Eagle Wings
16210,32900,usearch.RG037,39.76,Eagle Wings
16211,33000,usearch.RG037,39.767,Eagle Wings
16212,33100,usearch.RG037,39.781,Eagle Wings
16213,33200,usearch.RG037,39.791,Eagle Wings
16214,33300,usearch.RG037,39.797,Eagle Wings
16215,33400,usearch.RG037,39.812,Eagle Wings
16216,33500,usearch.RG037,39.818,Eagle Wings
16217,33600,usearch.RG037,39.827,Eagle Wings
16218,33700,usearch.RG037,39.84,Eagle Wings
16219,33800,usearch.RG037,39.85,Eagle Wings
16220,33900,usearch.RG037,39.854,Eagle Wings
16221,34000,usearch.RG037,39.86,Eagle Wings
16222,34100,usearch.RG037,39.876,Eagle Wings
16223,34200,usearch.RG037,39.883,Eagle Wings
16224,34300,usearch.RG037,39.891,Eagle Wings
16225,34400,usearch.RG037,39.902,Eagle Wings
16226,34500,usearch.RG037,39.912,Eagle Wings
16227,34600,usearch.RG037,39.923,Eagle Wings
16228,34700,usearch.RG037,39.932,Eagle Wings
16229,34800,usearch.RG037,39.94,Eagle Wings
16230,34900,usearch.RG037,39.95,Eagle Wings
16231,35000,usearch.RG037,39.958,Eagle Wings
16232,35100,usearch.RG037,39.968,Eagle Wings
16233,35200,usearch.RG037,39.974,Eagle Wings
16234,35300,usearch.RG037,39.978,Eagle Wings
16235,35400,usearch.RG037,39.988,Eagle Wings
16236,35500,usearch.RG037,39.998,Eagle Wings
16237,35600,usearch.RG037,40.005,Eagle Wings
16238,35700,usearch.RG037,40.011,Eagle Wings
16239,35800,usearch.RG037,40.017,Eagle Wings
16240,35900,usearch.RG037,40.027,Eagle Wings
16241,36000,usearch.RG037,40.036,Eagle Wings
16242,36100,usearch.RG037,40.045,Eagle Wings
16243,36200,usearch.RG037,40.05,Eagle Wings
16244,36300,usearch.RG037,40.06,Eagle Wings
16245,36400,usearch.RG037,40.065,Eagle Wings
16246,36500,usearch.RG037,40.071,Eagle Wings
16247,36600,usearch.RG037,40.084,Eagle Wings
16248,36700,usearch.RG037,40.091,Eagle Wings
16249,36800,usearch.RG037,40.095,Eagle Wings
16250,36900,usearch.RG037,40.105,Eagle Wings
16251,37000,usearch.RG037,40.112,Eagle Wings
16252,37100,usearch.RG037,40.127,Eagle Wings
16253,37200,usearch.RG037,40.134,Eagle Wings
16254,37300,usearch.RG037,40.142,Eagle Wings
16255,37400,usearch.RG037,40.151,Eagle Wings
16256,37500,usearch.RG037,40.157,Eagle Wings
16257,37600,usearch.RG037,40.165,Eagle Wings
16258,37700,usearch.RG037,40.174,Eagle Wings
16259,37800,usearch.RG037,40.181,Eagle Wings
16260,37900,usearch.RG037,40.194,Eagle Wings
16261,38000,usearch.RG037,40.2,Eagle Wings
16262,38100,usearch.RG037,40.212,Eagle Wings
16263,38200,usearch.RG037,40.224,Eagle Wings
16264,38300,usearch.RG037,40.23,Eagle Wings
16265,38400,usearch.RG037,40.233,Eagle Wings
16266,38500,usearch.RG037,40.244,Eagle Wings
16267,38600,usearch.RG037,40.249,Eagle Wings
16268,38700,usearch.RG037,40.262,Eagle Wings
16269,38800,usearch.RG037,40.27,Eagle Wings
16270,38900,usearch.RG037,40.272,Eagle Wings
16271,39000,usearch.RG037,40.279,Eagle Wings
16272,39100,usearch.RG037,40.288,Eagle Wings
16273,39200,usearch.RG037,40.296,Eagle Wings
16274,39300,usearch.RG037,40.308,Eagle Wings
16275,39400,usearch.RG037,40.313,Eagle Wings
16276,39500,usearch.RG037,40.323,Eagle Wings
16277,39600,usearch.RG037,40.332,Eagle Wings
16278,39700,usearch.RG037,40.339,Eagle Wings
16279,39800,usearch.RG037,40.349,Eagle Wings
16280,39900,usearch.RG037,40.355,Eagle Wings
16281,40000,usearch.RG037,40.358,Eagle Wings
16282,40100,usearch.RG037,40.362,Eagle Wings
16283,40200,usearch.RG037,40.37,Eagle Wings
16284,40300,usearch.RG037,40.376,Eagle Wings
16285,40400,usearch.RG037,40.391,Eagle Wings
16286,40500,usearch.RG037,40.397,Eagle Wings
16287,40600,usearch.RG037,40.404,Eagle Wings
16288,40700,usearch.RG037,40.417,Eagle Wings
16289,40800,usearch.RG037,40.423,Eagle Wings
16290,40900,usearch.RG037,40.431,Eagle Wings
16291,40972,usearch.RG037,40.437,Eagle Wings
16292,41000,usearch.RG037,40.439,Eagle Wings
16293,41100,usearch.RG037,40.443,Eagle Wings
16294,41200,usearch.RG037,40.455,Eagle Wings
16295,41300,usearch.RG037,40.463,Eagle Wings
16296,41400,usearch.RG037,40.473,Eagle Wings
16297,41500,usearch.RG037,40.476,Eagle Wings
16298,41600,usearch.RG037,40.481,Eagle Wings
16299,41700,usearch.RG037,40.487,Eagle Wings
16300,41800,usearch.RG037,40.492,Eagle Wings
16301,41900,usearch.RG037,40.501,Eagle Wings
16302,42000,usearch.RG037,40.511,Eagle Wings
16303,42100,usearch.RG037,40.521,Eagle Wings
16304,42200,usearch.RG037,40.53,Eagle Wings
16305,42300,usearch.RG037,40.539,Eagle Wings
16306,42400,usearch.RG037,40.542,Eagle Wings
16307,42500,usearch.RG037,40.545,Eagle Wings
16308,42600,usearch.RG037,40.553,Eagle Wings
16309,42700,usearch.RG037,40.562,Eagle Wings
16310,42800,usearch.RG037,40.569,Eagle Wings
16311,42900,usearch.RG037,40.575,Eagle Wings
16312,43000,usearch.RG037,40.581,Eagle Wings
16313,43100,usearch.RG037,40.587,Eagle Wings
16314,43200,usearch.RG037,40.593,Eagle Wings
16315,43300,usearch.RG037,40.597,Eagle Wings
16316,43400,usearch.RG037,40.608,Eagle Wings
16317,43500,usearch.RG037,40.615,Eagle Wings
16318,43600,usearch.RG037,40.623,Eagle Wings
16319,43700,usearch.RG037,40.636,Eagle Wings
16320,43800,usearch.RG037,40.642,Eagle Wings
16321,43900,usearch.RG037,40.648,Eagle Wings
16322,44000,usearch.RG037,40.655,Eagle Wings
16323,44100,usearch.RG037,40.657,Eagle Wings
16324,44200,usearch.RG037,40.665,Eagle Wings
16325,44300,usearch.RG037,40.674,Eagle Wings
16326,44400,usearch.RG037,40.678,Eagle Wings
16327,44500,usearch.RG037,40.684,Eagle Wings
16328,44600,usearch.RG037,40.691,Eagle Wings
16329,44700,usearch.RG037,40.699,Eagle Wings
16330,44800,usearch.RG037,40.705,Eagle Wings
16331,44900,usearch.RG037,40.712,Eagle Wings
16332,45000,usearch.RG037,40.72,Eagle Wings
16333,45100,usearch.RG037,40.729,Eagle Wings
16334,45200,usearch.RG037,40.737,Eagle Wings
16335,45300,usearch.RG037,40.742,Eagle Wings
16336,45400,usearch.RG037,40.748,Eagle Wings
16337,45500,usearch.RG037,40.754,Eagle Wings
16338,45600,usearch.RG037,40.759,Eagle Wings
16339,45700,usearch.RG037,40.766,Eagle Wings
16340,45800,usearch.RG037,40.772,Eagle Wings
16341,45900,usearch.RG037,40.775,Eagle Wings
16342,46000,usearch.RG037,40.78,Eagle Wings
16343,46100,usearch.RG037,40.789,Eagle Wings
16344,46200,usearch.RG037,40.795,Eagle Wings
16345,46300,usearch.RG037,40.8,Eagle Wings
16346,46400,usearch.RG037,40.804,Eagle Wings
16347,46500,usearch.RG037,40.811,Eagle Wings
16348,46600,usearch.RG037,40.816,Eagle Wings
16349,46700,usearch.RG037,40.822,Eagle Wings
16350,46800,usearch.RG037,40.833,Eagle Wings
16351,46900,usearch.RG037,40.84,Eagle Wings
16352,47000,usearch.RG037,40.847,Eagle Wings
16353,47100,usearch.RG037,40.853,Eagle Wings
16354,47200,usearch.RG037,40.866,Eagle Wings
16355,47300,usearch.RG037,40.874,Eagle Wings
16356,47400,usearch.RG037,40.877,Eagle Wings
16357,47500,usearch.RG037,40.88,Eagle Wings
16358,47600,usearch.RG037,40.881,Eagle Wings
16359,47700,usearch.RG037,40.894,Eagle Wings
16360,47784,usearch.RG037,40.902,Eagle Wings
16361,47800,usearch.RG037,40.904,Eagle Wings
16362,47900,usearch.RG037,40.914,Eagle Wings
16363,48000,usearch.RG037,40.917,Eagle Wings
16364,48100,usearch.RG037,40.926,Eagle Wings
16365,48200,usearch.RG037,40.928,Eagle Wings
16366,48300,usearch.RG037,40.937,Eagle Wings
16367,48400,usearch.RG037,40.94,Eagle Wings
16368,48500,usearch.RG037,40.946,Eagle Wings
16369,48600,usearch.RG037,40.95,Eagle Wings
16370,48700,usearch.RG037,40.957,Eagle Wings
16371,48800,usearch.RG037,40.962,Eagle Wings
16372,48900,usearch.RG037,40.968,Eagle Wings
16373,49000,usearch.RG037,40.974,Eagle Wings
16374,49100,usearch.RG037,40.983,Eagle Wings
16375,49200,usearch.RG037,40.989,Eagle Wings
16376,49300,usearch.RG037,40.997,Eagle Wings
16377,49400,usearch.RG037,41,Eagle Wings
16378,49500,usearch.RG037,41.006,Eagle Wings
16379,49600,usearch.RG037,41.017,Eagle Wings
16380,49700,usearch.RG037,41.022,Eagle Wings
16381,49800,usearch.RG037,41.026,Eagle Wings
16382,49900,usearch.RG037,41.032,Eagle Wings
16383,50000,usearch.RG037,41.037,Eagle Wings
16384,50100,usearch.RG037,41.04,Eagle Wings
16385,50200,usearch.RG037,41.045,Eagle Wings
16386,50300,usearch.RG037,41.049,Eagle Wings
16387,50400,usearch.RG037,41.053,Eagle Wings
16388,50500,usearch.RG037,41.056,Eagle Wings
16389,50600,usearch.RG037,41.063,Eagle Wings
16390,50700,usearch.RG037,41.069,Eagle Wings
16391,50800,usearch.RG037,41.075,Eagle Wings
16392,50900,usearch.RG037,41.083,Eagle Wings
16393,51000,usearch.RG037,41.088,Eagle Wings
16394,51100,usearch.RG037,41.095,Eagle Wings
16395,51200,usearch.RG037,41.099,Eagle Wings
16396,51300,usearch.RG037,41.105,Eagle Wings
16397,51400,usearch.RG037,41.107,Eagle Wings
16398,51500,usearch.RG037,41.112,Eagle Wings
16399,51600,usearch.RG037,41.12,Eagle Wings
16400,51700,usearch.RG037,41.125,Eagle Wings
16401,51800,usearch.RG037,41.13,Eagle Wings
16402,51900,usearch.RG037,41.136,Eagle Wings
16403,52000,usearch.RG037,41.144,Eagle Wings
16404,52100,usearch.RG037,41.151,Eagle Wings
16405,52200,usearch.RG037,41.153,Eagle Wings
16406,52300,usearch.RG037,41.159,Eagle Wings
16407,52400,usearch.RG037,41.164,Eagle Wings
16408,52500,usearch.RG037,41.171,Eagle Wings
16409,52600,usearch.RG037,41.178,Eagle Wings
16410,52700,usearch.RG037,41.182,Eagle Wings
16411,52800,usearch.RG037,41.187,Eagle Wings
16412,52900,usearch.RG037,41.192,Eagle Wings
16413,53000,usearch.RG037,41.198,Eagle Wings
16414,53100,usearch.RG037,41.201,Eagle Wings
16415,53200,usearch.RG037,41.206,Eagle Wings
16416,53300,usearch.RG037,41.21,Eagle Wings
16417,53400,usearch.RG037,41.218,Eagle Wings
16418,53500,usearch.RG037,41.223,Eagle Wings
16419,53600,usearch.RG037,41.231,Eagle Wings
16420,53700,usearch.RG037,41.237,Eagle Wings
16421,53800,usearch.RG037,41.244,Eagle Wings
16422,53900,usearch.RG037,41.247,Eagle Wings
16423,54000,usearch.RG037,41.257,Eagle Wings
16424,54100,usearch.RG037,41.262,Eagle Wings
16425,54200,usearch.RG037,41.269,Eagle Wings
16426,54300,usearch.RG037,41.272,Eagle Wings
16427,54400,usearch.RG037,41.277,Eagle Wings
16428,54500,usearch.RG037,41.282,Eagle Wings
16429,54600,usearch.RG037,41.286,Eagle Wings
16430,54700,usearch.RG037,41.288,Eagle Wings
16431,54800,usearch.RG037,41.292,Eagle Wings
16432,54900,usearch.RG037,41.296,Eagle Wings
16433,55000,usearch.RG037,41.3,Eagle Wings
16434,55100,usearch.RG037,41.305,Eagle Wings
16435,55200,usearch.RG037,41.314,Eagle Wings
16436,55300,usearch.RG037,41.321,Eagle Wings
16437,55400,usearch.RG037,41.324,Eagle Wings
16438,55500,usearch.RG037,41.331,Eagle Wings
16439,55600,usearch.RG037,41.337,Eagle Wings
16440,55700,usearch.RG037,41.342,Eagle Wings
16441,55800,usearch.RG037,41.346,Eagle Wings
16442,55900,usearch.RG037,41.35,Eagle Wings
16443,56000,usearch.RG037,41.355,Eagle Wings
16444,56100,usearch.RG037,41.361,Eagle Wings
16445,56200,usearch.RG037,41.365,Eagle Wings
16446,56300,usearch.RG037,41.371,Eagle Wings
16447,56400,usearch.RG037,41.374,Eagle Wings
16448,56500,usearch.RG037,41.378,Eagle Wings
16449,56600,usearch.RG037,41.382,Eagle Wings
16450,56700,usearch.RG037,41.388,Eagle Wings
16451,56800,usearch.RG037,41.396,Eagle Wings
16452,56900,usearch.RG037,41.406,Eagle Wings
16453,57000,usearch.RG037,41.409,Eagle Wings
16454,57100,usearch.RG037,41.415,Eagle Wings
16455,57200,usearch.RG037,41.42,Eagle Wings
16456,57300,usearch.RG037,41.429,Eagle Wings
16457,57400,usearch.RG037,41.436,Eagle Wings
16458,57500,usearch.RG037,41.44,Eagle Wings
16459,57600,usearch.RG037,41.442,Eagle Wings
16460,57700,usearch.RG037,41.446,Eagle Wings
16461,57800,usearch.RG037,41.455,Eagle Wings
16462,57900,usearch.RG037,41.461,Eagle Wings
16463,58000,usearch.RG037,41.465,Eagle Wings
16464,58100,usearch.RG037,41.47,Eagle Wings
16465,58200,usearch.RG037,41.475,Eagle Wings
16466,58300,usearch.RG037,41.48,Eagle Wings
16467,58400,usearch.RG037,41.49,Eagle Wings
16468,58500,usearch.RG037,41.494,Eagle Wings
16469,58600,usearch.RG037,41.503,Eagle Wings
16470,58700,usearch.RG037,41.513,Eagle Wings
16471,58800,usearch.RG037,41.515,Eagle Wings
16472,58900,usearch.RG037,41.516,Eagle Wings
16473,59000,usearch.RG037,41.522,Eagle Wings
16474,59100,usearch.RG037,41.528,Eagle Wings
16475,59200,usearch.RG037,41.535,Eagle Wings
16476,59300,usearch.RG037,41.538,Eagle Wings
16477,59400,usearch.RG037,41.54,Eagle Wings
16478,59500,usearch.RG037,41.546,Eagle Wings
16479,59600,usearch.RG037,41.549,Eagle Wings
16480,59700,usearch.RG037,41.551,Eagle Wings
16481,59800,usearch.RG037,41.555,Eagle Wings
16482,59900,usearch.RG037,41.559,Eagle Wings
16483,60000,usearch.RG037,41.562,Eagle Wings
16484,60100,usearch.RG037,41.568,Eagle Wings
16485,60200,usearch.RG037,41.58,Eagle Wings
16486,60300,usearch.RG037,41.585,Eagle Wings
16487,60400,usearch.RG037,41.586,Eagle Wings
16488,60500,usearch.RG037,41.588,Eagle Wings
16489,60600,usearch.RG037,41.588,Eagle Wings
16490,60700,usearch.RG037,41.598,Eagle Wings
16491,60800,usearch.RG037,41.603,Eagle Wings
16492,60900,usearch.RG037,41.605,Eagle Wings
16493,61000,usearch.RG037,41.611,Eagle Wings
16494,61100,usearch.RG037,41.619,Eagle Wings
16495,61200,usearch.RG037,41.63,Eagle Wings
16496,61300,usearch.RG037,41.633,Eagle Wings
16497,61400,usearch.RG037,41.638,Eagle Wings
16498,61500,usearch.RG037,41.639,Eagle Wings
16499,61600,usearch.RG037,41.642,Eagle Wings
16500,61700,usearch.RG037,41.647,Eagle Wings
16501,61800,usearch.RG037,41.655,Eagle Wings
16502,61900,usearch.RG037,41.661,Eagle Wings
16503,62000,usearch.RG037,41.668,Eagle Wings
16504,62100,usearch.RG037,41.679,Eagle Wings
16505,62200,usearch.RG037,41.683,Eagle Wings
16506,62300,usearch.RG037,41.689,Eagle Wings
16507,62400,usearch.RG037,41.693,Eagle Wings
16508,62500,usearch.RG037,41.698,Eagle Wings
16509,62600,usearch.RG037,41.702,Eagle Wings
16510,62700,usearch.RG037,41.707,Eagle Wings
16511,62800,usearch.RG037,41.714,Eagle Wings
16512,62900,usearch.RG037,41.717,Eagle Wings
16513,63000,usearch.RG037,41.72,Eagle Wings
16514,63100,usearch.RG037,41.724,Eagle Wings
16515,63200,usearch.RG037,41.726,Eagle Wings
16516,63300,usearch.RG037,41.729,Eagle Wings
16517,63400,usearch.RG037,41.736,Eagle Wings
16518,63500,usearch.RG037,41.742,Eagle Wings
16519,63600,usearch.RG037,41.748,Eagle Wings
16520,63700,usearch.RG037,41.753,Eagle Wings
16521,63800,usearch.RG037,41.758,Eagle Wings
16522,63900,usearch.RG037,41.761,Eagle Wings
16523,64000,usearch.RG037,41.767,Eagle Wings
16524,64100,usearch.RG037,41.771,Eagle Wings
16525,64200,usearch.RG037,41.778,Eagle Wings
16526,64300,usearch.RG037,41.78,Eagle Wings
16527,64400,usearch.RG037,41.787,Eagle Wings
16528,64500,usearch.RG037,41.791,Eagle Wings
16529,64600,usearch.RG037,41.796,Eagle Wings
16530,64700,usearch.RG037,41.803,Eagle Wings
16531,64800,usearch.RG037,41.806,Eagle Wings
16532,64900,usearch.RG037,41.811,Eagle Wings
16533,65000,usearch.RG037,41.815,Eagle Wings
16534,65100,usearch.RG037,41.819,Eagle Wings
16535,65200,usearch.RG037,41.824,Eagle Wings
16536,65300,usearch.RG037,41.831,Eagle Wings
16537,65400,usearch.RG037,41.837,Eagle Wings
16538,65500,usearch.RG037,41.844,Eagle Wings
16539,65600,usearch.RG037,41.849,Eagle Wings
16540,65700,usearch.RG037,41.854,Eagle Wings
16541,65800,usearch.RG037,41.859,Eagle Wings
16542,65900,usearch.RG037,41.866,Eagle Wings
16543,66000,usearch.RG037,41.87,Eagle Wings
16544,66100,usearch.RG037,41.875,Eagle Wings
16545,66200,usearch.RG037,41.88,Eagle Wings
16546,66300,usearch.RG037,41.887,Eagle Wings
16547,66400,usearch.RG037,41.895,Eagle Wings
16548,66500,usearch.RG037,41.898,Eagle Wings
16549,66600,usearch.RG037,41.903,Eagle Wings
16550,66700,usearch.RG037,41.904,Eagle Wings
16551,66800,usearch.RG037,41.906,Eagle Wings
16552,66900,usearch.RG037,41.912,Eagle Wings
16553,66907,usearch.RG037,41.913,Eagle Wings
16554,67000,usearch.RG037,41.916,Eagle Wings
16555,67100,usearch.RG037,41.92,Eagle Wings
16556,67200,usearch.RG037,41.926,Eagle Wings
16557,67300,usearch.RG037,41.93,Eagle Wings
16558,67400,usearch.RG037,41.934,Eagle Wings
16559,67500,usearch.RG037,41.939,Eagle Wings
16560,67600,usearch.RG037,41.944,Eagle Wings
16561,67700,usearch.RG037,41.948,Eagle Wings
16562,67800,usearch.RG037,41.951,Eagle Wings
16563,67900,usearch.RG037,41.956,Eagle Wings
16564,68000,usearch.RG037,41.959,Eagle Wings
16565,68100,usearch.RG037,41.963,Eagle Wings
16566,68200,usearch.RG037,41.971,Eagle Wings
16567,68300,usearch.RG037,41.976,Eagle Wings
16568,68400,usearch.RG037,41.98,Eagle Wings
16569,68500,usearch.RG037,41.984,Eagle Wings
16570,68600,usearch.RG037,41.989,Eagle Wings
16571,68700,usearch.RG037,41.994,Eagle Wings
16572,68800,usearch.RG037,42.003,Eagle Wings
16573,68900,usearch.RG037,42.01,Eagle Wings
16574,69000,usearch.RG037,42.015,Eagle Wings
16575,69100,usearch.RG037,42.019,Eagle Wings
16576,69200,usearch.RG037,42.024,Eagle Wings
16577,69300,usearch.RG037,42.029,Eagle Wings
16578,69400,usearch.RG037,42.031,Eagle Wings
16579,69500,usearch.RG037,42.037,Eagle Wings
16580,69600,usearch.RG037,42.041,Eagle Wings
16581,69700,usearch.RG037,42.044,Eagle Wings
16582,69800,usearch.RG037,42.047,Eagle Wings
16583,69900,usearch.RG037,42.051,Eagle Wings
16584,70000,usearch.RG037,42.055,Eagle Wings
16585,70100,usearch.RG037,42.064,Eagle Wings
16586,70200,usearch.RG037,42.069,Eagle Wings
16587,70300,usearch.RG037,42.072,Eagle Wings
16588,70400,usearch.RG037,42.077,Eagle Wings
16589,70500,usearch.RG037,42.079,Eagle Wings
16590,70600,usearch.RG037,42.087,Eagle Wings
16591,70700,usearch.RG037,42.094,Eagle Wings
16592,70800,usearch.RG037,42.098,Eagle Wings
16593,70900,usearch.RG037,42.103,Eagle Wings
16594,71000,usearch.RG037,42.106,Eagle Wings
16595,71100,usearch.RG037,42.113,Eagle Wings
16596,71200,usearch.RG037,42.118,Eagle Wings
16597,71300,usearch.RG037,42.127,Eagle Wings
16598,71400,usearch.RG037,42.13,Eagle Wings
16599,71500,usearch.RG037,42.137,Eagle Wings
16600,71600,usearch.RG037,42.141,Eagle Wings
16601,71700,usearch.RG037,42.142,Eagle Wings
16602,71800,usearch.RG037,42.143,Eagle Wings
16603,71900,usearch.RG037,42.146,Eagle Wings
16604,72000,usearch.RG037,42.152,Eagle Wings
16605,72100,usearch.RG037,42.158,Eagle Wings
16606,72200,usearch.RG037,42.164,Eagle Wings
16607,72300,usearch.RG037,42.169,Eagle Wings
16608,72400,usearch.RG037,42.172,Eagle Wings
16609,72500,usearch.RG037,42.172,Eagle Wings
16610,72600,usearch.RG037,42.177,Eagle Wings
16611,72700,usearch.RG037,42.183,Eagle Wings
16612,72800,usearch.RG037,42.184,Eagle Wings
16613,72900,usearch.RG037,42.188,Eagle Wings
16614,73000,usearch.RG037,42.194,Eagle Wings
16615,73100,usearch.RG037,42.196,Eagle Wings
16616,73200,usearch.RG037,42.199,Eagle Wings
16617,73300,usearch.RG037,42.205,Eagle Wings
16618,73400,usearch.RG037,42.209,Eagle Wings
16619,73500,usearch.RG037,42.212,Eagle Wings
16620,73600,usearch.RG037,42.215,Eagle Wings
16621,73700,usearch.RG037,42.217,Eagle Wings
16622,73800,usearch.RG037,42.222,Eagle Wings
16623,73900,usearch.RG037,42.23,Eagle Wings
16624,74000,usearch.RG037,42.234,Eagle Wings
16625,74100,usearch.RG037,42.24,Eagle Wings
16626,74200,usearch.RG037,42.243,Eagle Wings
16627,74300,usearch.RG037,42.247,Eagle Wings
16628,74400,usearch.RG037,42.255,Eagle Wings
16629,74500,usearch.RG037,42.257,Eagle Wings
16630,74600,usearch.RG037,42.262,Eagle Wings
16631,74700,usearch.RG037,42.267,Eagle Wings
16632,74800,usearch.RG037,42.27,Eagle Wings
16633,74900,usearch.RG037,42.273,Eagle Wings
16634,75000,usearch.RG037,42.276,Eagle Wings
16635,75100,usearch.RG037,42.277,Eagle Wings
16636,75200,usearch.RG037,42.283,Eagle Wings
16637,75300,usearch.RG037,42.284,Eagle Wings
16638,75400,usearch.RG037,42.287,Eagle Wings
16639,75500,usearch.RG037,42.289,Eagle Wings
16640,75600,usearch.RG037,42.294,Eagle Wings
16641,75700,usearch.RG037,42.301,Eagle Wings
16642,75800,usearch.RG037,42.308,Eagle Wings
16643,75900,usearch.RG037,42.316,Eagle Wings
16644,76000,usearch.RG037,42.322,Eagle Wings
16645,76100,usearch.RG037,42.322,Eagle Wings
16646,76200,usearch.RG037,42.329,Eagle Wings
16647,76300,usearch.RG037,42.33,Eagle Wings
16648,76400,usearch.RG037,42.331,Eagle Wings
16649,76500,usearch.RG037,42.335,Eagle Wings
16650,76600,usearch.RG037,42.34,Eagle Wings
16651,76700,usearch.RG037,42.344,Eagle Wings
16652,76800,usearch.RG037,42.348,Eagle Wings
16653,76900,usearch.RG037,42.349,Eagle Wings
16654,77000,usearch.RG037,42.355,Eagle Wings
16655,77100,usearch.RG037,42.358,Eagle Wings
16656,77200,usearch.RG037,42.364,Eagle Wings
16657,77300,usearch.RG037,42.375,Eagle Wings
16658,77400,usearch.RG037,42.382,Eagle Wings
16659,77500,usearch.RG037,42.388,Eagle Wings
16660,77600,usearch.RG037,42.39,Eagle Wings
16661,77700,usearch.RG037,42.391,Eagle Wings
16662,77800,usearch.RG037,42.394,Eagle Wings
16663,77900,usearch.RG037,42.4,Eagle Wings
16664,78000,usearch.RG037,42.403,Eagle Wings
16665,78100,usearch.RG037,42.407,Eagle Wings
16666,78200,usearch.RG037,42.411,Eagle Wings
16667,78300,usearch.RG037,42.418,Eagle Wings
16668,78400,usearch.RG037,42.42,Eagle Wings
16669,78500,usearch.RG037,42.424,Eagle Wings
16670,78600,usearch.RG037,42.428,Eagle Wings
16671,78700,usearch.RG037,42.433,Eagle Wings
16672,78800,usearch.RG037,42.439,Eagle Wings
16673,78900,usearch.RG037,42.441,Eagle Wings
16674,79000,usearch.RG037,42.447,Eagle Wings
16675,79100,usearch.RG037,42.449,Eagle Wings
16676,79200,usearch.RG037,42.457,Eagle Wings
