#OTU ID,RG025,RG026,RG027,RG029,RG031,RG032,RG033,RG034,RG037,RG038,RG043,RG045,RG048,RG049,RG050,,,,,,
Otu104,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,,,,,
Otu254,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,,,,,
Otu40,0,0,0,0,0,0,0,0,0,402,31,0,0,0,1007,1007,,,,,
Otu213,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,,,,,
Otu264,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,,,,,
Otu111,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,,,,,
Otu77,0,0,0,0,0,0,0,0,0,395,0,72,0,0,0,0,,,,,
Otu101,0,0,0,0,0,0,0,0,0,281,0,87,0,0,0,0,,,,,
Otu229,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,,,,,
Otu224,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,,,,,
Otu63,0,0,0,0,0,0,0,0,0,84,28,437,0,21,0,21,,,,,
Otu100,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,,,,,
Otu123,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,,,,,
Otu208,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,,,,,
Otu108,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,,,,,
Otu194,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,,,,,
Otu324,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,,,,,
Otu165,0,0,0,0,0,0,0,0,0,111,27,0,0,0,0,0,,,,,
Otu137,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,,,,,
Otu128,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,,,,,
Otu232,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,,,,,
Otu131,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,,,,,
Otu283,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,,,,,
Otu269,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,,,,,
Otu223,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,,,,,
Otu287,0,0,0,0,0,0,0,0,0,24,6,0,0,0,0,0,,,,,
Otu419,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,
Otu438,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,,,,,
Otu349,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,,,,,
Otu507,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,
Otu368,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,,,,,
Otu392,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,,,,
Otu465,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,,,,,
Otu422,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,
Otu344,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,,,,,
Otu288,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,,,,,
Otu302,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,,,,,
Otu181,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,,,,,
Otu284,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,,,,,
Otu146,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,,,,,
Otu183,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,,,,,
Otu11,0,0,0,0,0,0,0,0,0,0,50,279,135,0,8544,8679,,,,,
Otu153,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,,,,,
Otu382,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,,,,,
Otu205,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,,,,,
Otu251,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,,,,,
Otu34,0,0,0,0,0,0,0,0,0,0,217,856,885,80,489,1454,,,,,
Otu220,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,,,,,
Otu346,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,,,,,
Otu233,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,,,,,
Otu332,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,,,,,
Otu366,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,,,,,
Otu82,0,0,0,0,0,0,0,0,0,0,123,182,0,59,0,59,,,,,
Otu293,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,,,,,
Otu357,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,,,,,
Otu225,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,,,,,
Otu328,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,,,,,
Otu259,0,0,0,0,0,0,0,0,0,0,50,0,0,3,0,3,,,,,
Otu351,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,,,,,
Otu317,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,,,,,
Otu329,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,,,,,
Otu485,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,,,,
Otu222,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,,,,,
Otu327,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,9,,,,,
Otu489,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,,,,,
Otu215,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,,,,,
Otu305,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,,,,,
Otu299,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,,,,,
Otu94,0,0,0,0,0,0,0,0,0,0,6,0,0,0,308,308,,,,,
Otu270,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,,,,,
Otu362,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,,,,,
Otu384,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,,,,,
Otu389,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,,,,
Otu370,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,,,,,
Otu352,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,,,,,
Otu319,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,,,,,
Otu309,0,0,0,0,0,0,0,0,0,0,20,34,0,0,0,0,,,,,
Otu383,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,,,,,
Otu348,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,,,,,
Otu294,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,,,,,
Otu291,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,,,,,
Otu412,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,,,,
Otu399,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,,,,,
Otu350,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,,,,,
Otu386,0,0,0,0,0,0,0,0,0,0,8,0,0,9,1,10,,,,,
Otu292,0,0,0,0,0,0,0,0,0,0,9,0,0,24,0,24,,,,,
Otu378,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,,,,,
Otu502,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,
Otu354,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,,,,,
Otu341,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,,,,,
Otu401,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,,,,
Otu170,0,0,0,0,0,0,0,0,0,0,9,124,0,0,0,0,,,,,
Otu432,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,
Otu364,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,,,,,
Otu375,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,,,,,
Otu546,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
Otu36,0,0,0,0,0,0,0,0,0,0,7,167,920,19,0,939,,,,,
Otu506,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
Otu371,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,9,,,,,
Otu391,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,,,,
Otu487,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,
Otu417,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,,,,
Otu363,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,,,,,
Otu440,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,,,,
Otu304,0,0,0,0,0,0,0,0,0,0,1,0,43,0,0,43,,,,,
Otu425,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,,,,
Otu460,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,
Otu542,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
Otu400,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,,,,,
Otu174,0,0,0,0,0,0,0,0,0,0,1,0,56,56,0,112,,,,,
Otu529,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
Otu446,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,
Otu481,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,,,,
Otu470,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,,,,
Otu431,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,
Otu444,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,
Otu530,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,
Otu475,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,,,,,
Otu447,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,
Otu103,0,0,0,0,0,0,0,0,0,0,2,278,0,0,0,0,,,,,
Otu99,0,0,0,0,0,0,0,0,0,0,1,324,0,0,0,0,,,,,
Otu126,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,,,,,
Otu79,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,,,,,
Otu132,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,,,,,
Otu39,0,0,0,0,0,0,0,0,0,0,0,636,0,0,352,352,,,,,
Otu88,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,,,,,
Otu158,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,,,,,
Otu147,0,0,0,0,0,0,0,0,0,0,0,133,9,0,0,9,,,,,
Otu80,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,,,,,
Otu221,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,,,,,
Otu114,0,0,0,0,0,0,0,0,0,0,0,247,0,39,0,39,,,,,
Otu122,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,,,,,
Otu81,0,0,0,0,0,0,0,0,0,0,0,377,0,14,0,14,,,,,
Otu191,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,,,,,
Otu118,0,0,0,0,0,0,0,0,0,0,0,209,0,5,0,5,,,,,
Otu298,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,,,,,
Otu67,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,,,,,
Otu235,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,,,,,
Otu173,0,0,0,0,0,0,0,0,0,0,0,117,0,45,51,96,,,,,
Otu178,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,,,,,
Otu227,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,,,,,
Otu154,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,,,,,
Otu115,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,,,,,
Otu315,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,,,,,
Otu148,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,,,,,
Otu145,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,,,,,
Otu166,0,0,0,0,0,0,0,0,0,0,0,23,87,0,0,87,,,,,
Otu76,0,0,0,0,0,0,0,0,0,0,0,179,0,0,403,403,,,,,
Otu231,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,,,,,
Otu49,0,0,0,0,0,0,0,0,0,0,0,40,632,0,0,632,,,,,
Otu167,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,,,,,
Otu179,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,,,,,
Otu216,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,,,,,
Otu553,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,
Otu310,0,0,0,0,0,0,0,0,0,0,0,26,0,24,0,24,,,,,
Otu290,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,,,,,
Otu468,0,0,0,0,0,0,0,0,0,0,0,12,0,4,33,37,,,,,
Otu30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3331,3331,,,,,
Otu334,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,,,,,
Otu414,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,,,,
Otu515,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
Otu430,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,,,,
Otu522,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,
Otu435,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,
Otu72,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,383,,,,,
Otu256,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,,,,,
Otu75,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,431,,,,,
Otu255,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,52,,,,,
Otu140,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,165,,,,,
Otu195,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,83,,,,,
Otu74,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,394,,,,,
Otu64,0,0,0,0,0,0,0,0,0,0,0,0,489,0,0,489,,,,,
Otu125,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,217,,,,,
Otu189,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,93,,,,,
Otu172,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,118,,,,,
Otu558,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,,,,,
Otu265,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,42,,,,,
Otu397,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,6,,,,,
Otu43,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1015,1017,,,,,
Otu355,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,14,,,,,
Otu423,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,,,,,
Otu219,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,83,,,,,
Otu188,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,112,,,,,
Otu97,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,570,,,,,
Otu190,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,98,,,,,
Otu144,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,174,,,,,
Otu276,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,,,,,
Otu540,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Otu203,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,89,,,,,
Otu164,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,152,,,,,
Otu214,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,81,,,,,
Otu141,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,170,,,,,
Otu554,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,,,,,
Otu248,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,54,,,,,
Otu266,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,37,,,,,
Otu162,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,124,,,,,
Otu241,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,71,,,,,
Otu239,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,61,,,,,
Otu209,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,87,,,,,
Otu282,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,,,,,
Otu272,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38,,,,,
Otu374,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,,,,,
Otu210,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,79,,,,,
Otu218,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,77,,,,,
Otu182,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,,,,,
Otu240,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,56,,,,,
Otu236,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,64,,,,,
Otu296,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,,,,,
Otu217,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,71,,,,,
Otu311,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,,,,,
Otu408,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,,,,,
Otu569,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,,,,
Otu316,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,,,,,
Otu297,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,,,,,
Otu568,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Otu402,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,,,,,
Otu301,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,,,,,
Otu339,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,,,,,
Otu367,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,,,,,
Otu521,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Otu404,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,,,,,
Otu560,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,
Otu396,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,,,,,
Otu478,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,,,,,
Otu381,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,,,,,
Otu526,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Otu472,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,,,,,
Otu555,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,
Otu549,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,
Otu486,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,,,,,
Otu109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,258,,,,,
Otu42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,961,,,,,
Otu37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,1128,,,,,
Otu176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,113,,,,,
Otu142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,177,,,,,
Otu192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,,,,,
Otu345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,,,,,
Otu90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,384,,,,,
Otu279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,,,,,
Otu289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,,,,,
Otu186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,104,,,,,
Otu342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,,,,,
Otu482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,,,,,
Otu134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,179,,,,,
Otu243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,,,,,
Otu484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,,,
Otu520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,,,
Otu548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Otu525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Otu556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,
Otu517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,
Otu561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,
Otu563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Otu519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Otu518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
Otu545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,
